Item,policy_cluster,inventory_model,SS,ROP,EOQ,s,S,production_level
510021,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530001,MTS,EOQ-ROP,55151.55,99228.36,24365.61,99228.36,123593.96,finished_products
530002,MTS,EOQ-ROP,42077.03,73486.85,20568.61,73486.85,94055.46,finished_products
530003,MTS,EOQ-ROP,62109.46,107923.96,24841.26,107923.96,132765.23,finished_products
530004,MTS,EOQ-ROP,47348.64,87027.5,23118.08,87027.5,110145.58,finished_products
530005,MTS,EOQ-ROP,41363.91,75564.96,21463.07,75564.96,97028.03,finished_products
530006,MTS,EOQ-ROP,48631.26,87472.45,22872.75,87472.45,110345.2,finished_products
530007,MTS,EOQ-ROP,41836.21,66797.61,18336.09,66797.61,85133.7,finished_products
530008,MTS,EOQ-ROP,39747.2,68520.86,19686.56,68520.86,88207.42,finished_products
530009,MTS,EOQ-ROP,41878.45,81055.56,22971.45,81055.56,104027.01,finished_products
530010,MTS,EOQ-ROP,22448.37,38063.36,14502.51,38063.36,52565.87,finished_products
530011,MTS,EOQ-ROP,31664.59,60930.02,19854.08,60930.02,80784.09,finished_products
530012,MTS,EOQ-ROP,29590.98,52713.63,17647.82,52713.63,70361.45,finished_products
530013,MTS,EOQ-ROP,39708.04,65426.55,18612.09,65426.55,84038.64,finished_products
530014,MTS,EOQ-ROP,34953.35,56328.92,16968.01,56328.92,73296.93,finished_products
530015,MTS,EOQ-ROP,44939.01,78307.08,21200.09,78307.08,99507.17,finished_products
530016,MTS,EOQ-ROP,22481.66,35914.49,13451.05,35914.49,49365.54,finished_products
530017,MTS,EOQ-ROP,20470.83,33039.64,13011.26,33039.64,46050.9,finished_products
530018,MTS,EOQ-ROP,20493.0,31559.64,12209.0,31559.64,43768.64,finished_products
530019,MTS,EOQ-ROP,20959.31,33928.91,13217.08,33928.91,47145.99,finished_products
530020,MTS,EOQ-ROP,46538.26,77671.38,20477.81,77671.38,98149.19,finished_products
530022,MTS,EOQ-ROP,9749.61,14753.18,8209.41,14753.18,22962.59,finished_products
530023,MTS,EOQ-ROP,18721.75,33948.61,14321.14,33948.61,48269.75,finished_products
530024,MTS,EOQ-ROP,16459.44,26161.76,11431.68,26161.76,37593.43,finished_products
530025,Dynamic,"(s,S)",15265.91,16188.58,3525.3,16188.58,19713.89,finished_products
530026,MTS,EOQ-ROP,34836.08,61071.15,18798.07,61071.15,79869.22,finished_products
530027,Dynamic,"(s,S)",12827.0,13750.68,3527.23,13750.68,17277.92,finished_products
530028,MTS,EOQ-ROP,17545.53,28242.42,12003.31,28242.42,40245.72,finished_products
530030,Dynamic,"(s,S)",19249.42,20643.17,4332.76,20643.17,24975.94,finished_products
530031,MTS,EOQ-ROP,3784.9,5011.68,4064.95,5011.68,9076.62,finished_products
530032,MTS,EOQ-ROP,18385.01,29908.0,12458.18,29908.0,42366.18,finished_products
530033,MTS,EOQ-ROP,6042.88,8937.49,6244.06,8937.49,15181.54,finished_products
530035,Dynamic,"(s,S)",15322.45,16647.44,4224.52,16647.44,20871.96,finished_products
530038,Dynamic,"(s,S)",11573.98,12111.46,2690.61,12111.46,14802.07,finished_products
530040,MTS,EOQ-ROP,16694.18,26661.93,11587.0,26661.93,38248.93,finished_products
530041,Dynamic,"(s,S)",7158.03,7700.71,2703.6,7700.71,10404.31,finished_products
530042,Dynamic,"(s,S)",5134.07,5614.76,2544.53,5614.76,8159.29,finished_products
530043,Dynamic,"(s,S)",10503.75,11122.3,2886.43,11122.3,14008.73,finished_products
530045,Dynamic,"(s,S)",5535.56,5844.39,2039.56,5844.39,7883.95,finished_products
530046,Dynamic,"(s,S)",10546.66,11470.04,3526.65,11470.04,14996.69,finished_products
530048,Dynamic,"(s,S)",12896.95,13922.64,3716.9,13922.64,17639.53,finished_products
530050,Dynamic,"(s,S)",6053.78,6358.72,2026.66,6358.72,8385.38,finished_products
530051,MTS,EOQ-ROP,13584.17,21930.95,10603.08,21930.95,32534.03,finished_products
530053,MTS,EOQ-ROP,11472.01,16530.0,8253.94,16530.0,24783.94,finished_products
530054,Dynamic,"(s,S)",8536.45,9297.65,3202.0,9297.65,12499.65,finished_products
530057,MTS,EOQ-ROP,11075.68,14552.24,6843.01,14552.24,21395.25,finished_products
530058,MTS,EOQ-ROP,7695.78,9805.93,5331.25,9805.93,15137.18,finished_products
530059,Dynamic,"(s,S)",10858.66,11585.99,3129.94,11585.99,14715.93,finished_products
530062,Dynamic,"(s,S)",15339.41,16711.01,4298.2,16711.01,21009.2,finished_products
530063,MTS,EOQ-ROP,18673.18,26962.6,10566.57,26962.6,37529.17,finished_products
530065,Dynamic,"(s,S)",1931.39,2023.36,1113.02,2023.36,3136.38,finished_products
530069,Dynamic,"(s,S)",7187.0,7647.42,2490.31,7647.42,10137.73,finished_products
530073,Dynamic,"(s,S)",5568.48,5899.88,2112.75,5899.88,8012.63,finished_products
530074,Dynamic,"(s,S)",4061.66,4347.22,1961.19,4347.22,6308.41,finished_products
530076,Dynamic,"(s,S)",7974.5,8486.72,2626.66,8486.72,11113.39,finished_products
530079,Dynamic,"(s,S)",9394.08,9945.5,2725.3,9945.5,12670.8,finished_products
530080,MTS,EOQ-ROP,7158.62,10378.55,6585.6,10378.55,16964.15,finished_products
530083,Dynamic,"(s,S)",8134.67,8515.72,2265.5,8515.72,10781.22,finished_products
530085,Dynamic,"(s,S)",5797.55,6179.58,2268.41,6179.58,8447.99,finished_products
530088,MTS,EOQ-ROP,14032.54,18627.01,7866.65,18627.01,26493.66,finished_products
530090,Dynamic,"(s,S)",409.99,431.98,544.3,431.98,976.29,finished_products
530091,Dynamic,"(s,S)",5444.51,5906.5,2494.53,5906.5,8401.03,finished_products
530092,Dynamic,"(s,S)",10074.82,10568.44,2578.51,10568.44,13146.95,finished_products
530093,Dynamic,"(s,S)",11778.68,12572.11,3269.07,12572.11,15841.18,finished_products
530108,Dynamic,"(s,S)",5780.71,6111.11,2109.56,6111.11,8220.67,finished_products
530109,Dynamic,"(s,S)",2660.7,2795.09,1345.41,2795.09,4140.5,finished_products
530112,Dynamic,"(s,S)",38332.25,40182.82,4992.57,40182.82,45175.39,finished_products
530113,MTS,EOQ-ROP,17422.24,25991.93,10743.72,25991.93,36735.66,finished_products
530119,Dynamic,"(s,S)",1066.82,1126.22,894.44,1126.22,2020.66,finished_products
530123,Dynamic,"(s,S)",72359.11,77250.78,8117.09,77250.78,85367.87,finished_products
530126,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530127,Dynamic,"(s,S)",4552.26,4896.7,2153.93,4896.7,7050.63,finished_products
530128,Dynamic,"(s,S)",3648.43,3922.5,1921.32,3922.5,5843.83,finished_products
530133,Dynamic,"(s,S)",2965.33,3105.21,1372.62,3105.21,4477.83,finished_products
530137,MTS,EOQ-ROP,3380.77,4365.88,3642.63,4365.88,8008.51,finished_products
530138,MTS,EOQ-ROP,38244.08,66205.58,19406.73,66205.58,85612.31,finished_products
530142,Dynamic,"(s,S)",404.85,426.58,540.94,426.58,967.51,finished_products
530156,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530159,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530178,Dynamic,"(s,S)",8075.51,8446.23,2234.55,8446.23,10680.77,finished_products
530179,Dynamic,"(s,S)",12687.8,13348.67,2983.54,13348.67,16332.21,finished_products
530184,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530191,Dynamic,"(s,S)",2830.58,3004.07,1528.64,3004.07,4532.71,finished_products
530198,MTS,EOQ-ROP,13442.64,17876.59,7728.01,17876.59,25604.6,finished_products
530201,Dynamic,"(s,S)",809.69,852.56,759.83,852.56,1612.39,finished_products
530204,Dynamic,"(s,S)",1619.54,1704.89,1072.23,1704.89,2777.12,finished_products
530205,Dynamic,"(s,S)",13310.53,14522.28,4039.98,14522.28,18562.27,finished_products
530208,Dynamic,"(s,S)",33702.24,36814.98,6475.06,36814.98,43290.05,finished_products
530210,Dynamic,"(s,S)",16243.43,17040.95,3277.5,17040.95,20318.45,finished_products
530212,Dynamic,"(s,S)",1942.79,2046.97,1184.62,2046.97,3231.59,finished_products
530225,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530231,Dynamic,"(s,S)",3740.51,3985.43,1816.31,3985.43,5801.75,finished_products
530235,Dynamic,"(s,S)",5701.02,6122.23,2381.9,6122.23,8504.13,finished_products
530237,Dynamic,"(s,S)",19956.22,21666.63,4799.8,21666.63,26466.44,finished_products
530239,Dynamic,"(s,S)",12931.04,14011.5,3814.84,14011.5,17826.34,finished_products
530242,Dynamic,"(s,S)",1079.58,1133.96,855.8,1133.96,1989.76,finished_products
530243,Dynamic,"(s,S)",6110.1,6427.45,2067.47,6427.45,8494.91,finished_products
530247,Dynamic,"(s,S)",4949.36,5219.95,1909.09,5219.95,7129.04,finished_products
530249,Dynamic,"(s,S)",3490.6,3731.69,1802.02,3731.69,5533.71,finished_products
530250,Dynamic,"(s,S)",5600.53,5857.91,1861.9,5857.91,7719.8,finished_products
530251,Dynamic,"(s,S)",854.52,894.72,735.88,894.72,1630.6,finished_products
530253,Dynamic,"(s,S)",7501.05,7852.84,2176.76,7852.84,10029.59,finished_products
530256,Dynamic,"(s,S)",19518.77,20809.97,4170.31,20809.97,24980.27,finished_products
530257,Dynamic,"(s,S)",4392.38,4641.7,1832.53,4641.7,6474.24,finished_products
530258,Dynamic,"(s,S)",1429.17,1505.86,1016.31,1505.86,2522.17,finished_products
530261,Dynamic,"(s,S)",41772.8,44071.28,5564.07,44071.28,49635.35,finished_products
530262,MTS,EOQ-ROP,1454.07,2040.41,2810.26,2040.41,4850.67,finished_products
530266,Dynamic,"(s,S)",5418.8,5934.96,2636.73,5934.96,8571.69,finished_products
530268,Dynamic,"(s,S)",3917.63,4132.21,1700.09,4132.21,5832.3,finished_products
530270,Dynamic,"(s,S)",7339.94,7803.29,2498.21,7803.29,10301.5,finished_products
530272,Dynamic,"(s,S)",2561.34,2701.38,1373.4,2701.38,4074.78,finished_products
530273,MTS,EOQ-ROP,4832.3,5998.93,3964.04,5998.93,9962.96,finished_products
530274,Dynamic,"(s,S)",2875.49,3052.24,1542.97,3052.24,4595.21,finished_products
530275,MTS,EOQ-ROP,2247.3,3195.86,3574.43,3195.86,6770.3,finished_products
530276,Dynamic,"(s,S)",2854.61,3036.72,1566.15,3036.72,4602.87,finished_products
530277,Dynamic,"(s,S)",1727.15,1854.86,1311.54,1854.86,3166.4,finished_products
530278,MTS,EOQ-ROP,2037.77,2763.79,3127.13,2763.79,5890.91,finished_products
530279,Dynamic,"(s,S)",3737.58,3938.66,1645.74,3938.66,5584.4,finished_products
530280,MTS,EOQ-ROP,2095.47,2790.97,3060.71,2790.97,5851.68,finished_products
530281,Dynamic,"(s,S)",5430.63,5711.34,1944.46,5711.34,7655.79,finished_products
530282,MTS,EOQ-ROP,5002.78,6396.54,4332.78,6396.54,10729.32,finished_products
530284,Dynamic,"(s,S)",4162.22,4409.38,1824.58,4409.38,6233.96,finished_products
530285,Dynamic,"(s,S)",2149.85,2252.13,1173.74,2252.13,3425.87,finished_products
530286,Dynamic,"(s,S)",6658.23,7207.3,2719.48,7207.3,9926.79,finished_products
530287,Dynamic,"(s,S)",4920.64,5380.22,2488.0,5380.22,7868.22,finished_products
530289,Dynamic,"(s,S)",4116.33,4449.81,2119.35,4449.81,6569.16,finished_products
530290,Dynamic,"(s,S)",11979.63,12824.59,3373.57,12824.59,16198.16,finished_products
530291,Dynamic,"(s,S)",4429.57,4836.68,2341.67,4836.68,7178.35,finished_products
530293,Dynamic,"(s,S)",7068.72,7566.62,2589.66,7566.62,10156.27,finished_products
530294,Dynamic,"(s,S)",3568.26,3736.32,1504.55,3736.32,5240.87,finished_products
530295,Dynamic,"(s,S)",10221.8,11123.96,3485.9,11123.96,14609.86,finished_products
530297,MTS,EOQ-ROP,2922.86,4205.54,4156.54,4205.54,8362.08,finished_products
530299,MTS,EOQ-ROP,5890.06,8396.43,5810.25,8396.43,14206.68,finished_products
530301,Dynamic,"(s,S)",8850.6,9670.48,3323.14,9670.48,12993.62,finished_products
530302,MTS,EOQ-ROP,4155.86,6825.06,5996.02,6825.06,12821.08,finished_products
530308,Dynamic,"(s,S)",1520.82,1590.83,971.03,1590.83,2561.85,finished_products
530309,Dynamic,"(s,S)",8144.17,8678.54,2682.82,8678.54,11361.36,finished_products
530311,Dynamic,"(s,S)",4812.55,5092.03,1940.21,5092.03,7032.24,finished_products
530312,Dynamic,"(s,S)",4251.45,4462.04,1684.21,4462.04,6146.26,finished_products
530313,Dynamic,"(s,S)",8612.97,9031.76,2375.03,9031.76,11406.79,finished_products
530315,Dynamic,"(s,S)",6360.97,6796.19,2421.19,6796.19,9217.38,finished_products
530317,Dynamic,"(s,S)",11346.68,12448.34,3852.09,12448.34,16300.43,finished_products
530318,Dynamic,"(s,S)",2171.05,2276.07,1189.32,2276.07,3465.39,finished_products
530320,Dynamic,"(s,S)",12432.98,13369.98,3552.55,13369.98,16922.53,finished_products
530322,Dynamic,"(s,S)",12019.41,12803.27,3249.31,12803.27,16052.58,finished_products
530326,Dynamic,"(s,S)",24003.22,25159.68,3946.74,25159.68,29106.42,finished_products
530328,Dynamic,"(s,S)",13580.4,14397.44,3317.37,14397.44,17714.82,finished_products
530329,Dynamic,"(s,S)",6280.14,6575.06,1993.08,6575.06,8568.14,finished_products
530330,Dynamic,"(s,S)",10045.94,10804.14,3195.68,10804.14,13999.82,finished_products
530334,Dynamic,"(s,S)",8848.29,9474.58,2904.42,9474.58,12378.99,finished_products
530337,Dynamic,"(s,S)",15605.67,17052.08,4413.86,17052.08,21465.94,finished_products
530338,Dynamic,"(s,S)",4129.9,4435.07,2027.43,4435.07,6462.51,finished_products
530339,Dynamic,"(s,S)",6209.1,6689.37,2543.4,6689.37,9232.77,finished_products
530340,Dynamic,"(s,S)",2066.36,2162.45,1137.66,2162.45,3300.11,finished_products
530342,Dynamic,"(s,S)",22492.59,23556.79,3786.02,23556.79,27342.8,finished_products
530343,Dynamic,"(s,S)",6243.89,6548.74,2026.37,6548.74,8575.12,finished_products
530346,Dynamic,"(s,S)",3249.44,3425.58,1540.27,3425.58,4965.85,finished_products
530348,Dynamic,"(s,S)",986.44,1031.84,781.95,1031.84,1813.79,finished_products
530349,Dynamic,"(s,S)",10408.78,11076.14,2998.15,11076.14,14074.3,finished_products
530353,Dynamic,"(s,S)",792.55,836.91,772.92,836.91,1609.83,finished_products
530354,Dynamic,"(s,S)",1217.76,1291.91,999.39,1291.91,2291.3,finished_products
530355,Dynamic,"(s,S)",3821.81,4003.71,1565.28,4003.71,5568.99,finished_products
530356,Dynamic,"(s,S)",1446.34,1512.64,945.0,1512.64,2457.65,finished_products
530361,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530373,Dynamic,"(s,S)",1918.9,2015.21,1138.92,2015.21,3154.12,finished_products
530374,Dynamic,"(s,S)",7212.64,7614.95,2327.83,7614.95,9942.78,finished_products
530378,Dynamic,"(s,S)",10413.14,11164.45,3181.14,11164.45,14345.59,finished_products
530384,MTS,EOQ-ROP,6104.13,8688.91,5900.44,8688.91,14589.35,finished_products
530385,MTS,EOQ-ROP,6277.19,8198.54,5087.17,8198.54,13285.71,finished_products
530392,Dynamic,"(s,S)",10525.04,11307.64,3246.69,11307.64,14554.32,finished_products
530393,Dynamic,"(s,S)",1135.8,1215.29,1034.76,1215.29,2250.05,finished_products
530394,Dynamic,"(s,S)",13064.53,14062.13,3665.65,14062.13,17727.78,finished_products
530396,Dynamic,"(s,S)",2412.52,2523.08,1220.31,2523.08,3743.39,finished_products
530397,Dynamic,"(s,S)",2839.52,3015.67,1540.32,3015.67,4555.99,finished_products
530399,Dynamic,"(s,S)",3249.32,3466.51,1710.39,3466.51,5176.9,finished_products
530400,Dynamic,"(s,S)",1850.22,1971.23,1276.66,1971.23,3247.89,finished_products
530401,Dynamic,"(s,S)",2571.63,2804.55,1771.26,2804.55,4575.81,finished_products
530402,Dynamic,"(s,S)",881.08,922.43,746.32,922.43,1668.75,finished_products
530404,Dynamic,"(s,S)",3215.7,3452.0,1784.04,3452.0,5236.04,finished_products
530405,Dynamic,"(s,S)",4425.98,4648.45,1731.04,4648.45,6379.49,finished_products
530406,Dynamic,"(s,S)",6253.7,6775.25,2650.45,6775.25,9425.7,finished_products
530407,Dynamic,"(s,S)",5824.23,6278.72,2474.2,6278.72,8752.92,finished_products
530408,Dynamic,"(s,S)",1447.88,1525.82,1024.6,1525.82,2550.42,finished_products
530412,Dynamic,"(s,S)",4029.7,4300.12,1908.49,4300.12,6208.61,finished_products
530414,Dynamic,"(s,S)",1591.31,1714.59,1288.62,1714.59,3003.21,finished_products
530415,Dynamic,"(s,S)",4040.17,4318.09,1934.78,4318.09,6252.87,finished_products
530416,Dynamic,"(s,S)",4985.65,5364.56,2259.1,5364.56,7623.66,finished_products
530417,Dynamic,"(s,S)",6822.61,7325.63,2602.96,7325.63,9928.59,finished_products
530421,Dynamic,"(s,S)",1242.4,1302.99,903.37,1302.99,2206.36,finished_products
530422,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530424,Dynamic,"(s,S)",3039.14,3178.45,1369.79,3178.45,4548.24,finished_products
530425,Dynamic,"(s,S)",4123.12,4364.8,1804.2,4364.8,6169.0,finished_products
530426,Dynamic,"(s,S)",4813.68,5110.5,1999.46,5110.5,7109.96,finished_products
530427,Dynamic,"(s,S)",4682.51,5051.39,2229.03,5051.39,7280.42,finished_products
530429,Dynamic,"(s,S)",1526.68,1600.18,995.01,1600.18,2595.19,finished_products
530430,Dynamic,"(s,S)",3311.81,3560.32,1829.56,3560.32,5389.88,finished_products
530431,MTS,EOQ-ROP,4188.13,6078.53,5046.03,6078.53,11124.56,finished_products
530433,Dynamic,"(s,S)",3685.97,3928.61,1807.81,3928.61,5736.42,finished_products
530434,Dynamic,"(s,S)",513.17,536.69,562.88,536.69,1099.57,finished_products
530435,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530436,Dynamic,"(s,S)",5060.47,5292.37,1767.37,5292.37,7059.75,finished_products
530437,MTS,EOQ-ROP,3820.52,4812.51,3655.34,4812.51,8467.85,finished_products
530438,Dynamic,"(s,S)",6510.73,6899.84,2289.35,6899.84,9189.19,finished_products
530439,Dynamic,"(s,S)",733.06,773.29,736.08,773.29,1509.36,finished_products
530442,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530445,Dynamic,"(s,S)",4581.67,4885.27,2022.2,4885.27,6907.47,finished_products
530448,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530449,Dynamic,"(s,S)",4852.11,5091.93,1797.28,5091.93,6889.21,finished_products
530450,Dynamic,"(s,S)",6696.26,7177.06,2544.81,7177.06,9721.86,finished_products
530465,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530467,Dynamic,"(s,S)",4015.63,4265.19,1833.39,4265.19,6098.58,finished_products
530489,Dynamic,"(s,S)",4867.73,5271.5,2332.04,5271.5,7603.54,finished_products
530490,Dynamic,"(s,S)",4959.55,5186.93,1750.06,5186.93,6936.99,finished_products
530493,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530496,Dynamic,"(s,S)",3434.51,3639.86,1663.11,3639.86,5302.97,finished_products
530497,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530500,Dynamic,"(s,S)",430.34,450.06,515.44,450.06,965.5,finished_products
530503,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530505,Dynamic,"(s,S)",5095.33,5488.43,2301.05,5488.43,7789.49,finished_products
530506,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530507,Dynamic,"(s,S)",6203.1,6542.87,2139.27,6542.87,8682.15,finished_products
530508,Dynamic,"(s,S)",5683.31,5950.59,1897.38,5950.59,7847.97,finished_products
530509,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530511,Dynamic,"(s,S)",567.72,594.45,600.09,594.45,1194.54,finished_products
530512,Dynamic,"(s,S)",3303.82,3456.31,1433.19,3456.31,4889.5,finished_products
530515,Dynamic,"(s,S)",455.39,477.07,540.41,477.07,1017.48,finished_products
530516,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530521,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530523,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530524,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530525,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530526,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530527,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530528,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530529,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530531,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530532,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530533,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530534,Dynamic,"(s,S)",507.95,531.23,559.94,531.23,1091.17,finished_products
530535,Dynamic,"(s,S)",673.83,708.1,679.38,708.1,1387.48,finished_products
530542,Dynamic,"(s,S)",1226.6,1287.31,904.24,1287.31,2191.55,finished_products
530543,Dynamic,"(s,S)",2620.05,2760.64,1376.06,2760.64,4136.69,finished_products
530544,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530547,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530548,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530549,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530550,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530551,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530552,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
530553,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600002,MTS,EOQ-ROP,1671.62,2448.27,3234.35,2448.27,5682.62,finished_products
600019,Dynamic,"(s,S)",2249.46,2374.44,1297.48,2374.44,3671.92,finished_products
600027,Dynamic,"(s,S)",2577.92,2723.11,1398.42,2723.11,4121.53,finished_products
600045,Dynamic,"(s,S)",2149.19,2252.21,1178.0,2252.21,3430.22,finished_products
600046,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600047,Dynamic,"(s,S)",2335.05,2464.09,1318.35,2464.09,3782.44,finished_products
600049,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600050,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600063,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600074,Dynamic,"(s,S)",2540.62,2677.79,1359.29,2677.79,4037.09,finished_products
600082,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600086,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600088,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600092,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600094,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600104,Dynamic,"(s,S)",6953.17,7675.52,3119.23,7675.52,10794.75,finished_products
600123,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600378,Dynamic,"(s,S)",7257.22,7719.03,2494.05,7719.03,10213.08,finished_products
600404,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600409,Dynamic,"(s,S)",3661.19,3842.74,1563.77,3842.74,5406.51,finished_products
600410,Dynamic,"(s,S)",11643.8,12420.96,3235.39,12420.96,15656.35,finished_products
600415,Dynamic,"(s,S)",9512.7,10260.98,3174.72,10260.98,13435.7,finished_products
600417,Dynamic,"(s,S)",8418.18,8992.5,2781.3,8992.5,11773.8,finished_products
600418,Dynamic,"(s,S)",22818.67,24334.49,4518.52,24334.49,28853.01,finished_products
600420,Dynamic,"(s,S)",10410.44,11450.14,3742.2,11450.14,15192.34,finished_products
600423,Dynamic,"(s,S)",2213.76,3429.66,4046.89,3429.66,7476.55,finished_products
600428,Dynamic,"(s,S)",1860.22,2002.36,1383.64,2002.36,3386.0,finished_products
600431,Dynamic,"(s,S)",7111.99,7781.1,3002.07,7781.1,10783.17,finished_products
600435,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600436,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600442,Dynamic,"(s,S)",1649.71,1781.5,1332.36,1781.5,3113.86,finished_products
600443,Dynamic,"(s,S)",3523.54,3855.39,2114.21,3855.39,5969.6,finished_products
600444,Dynamic,"(s,S)",12331.04,13272.56,3561.12,13272.56,16833.67,finished_products
600446,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600450,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600481,Comakership,EOQ-ROP,2584.77,4110.55,4533.34,4110.55,8643.89,finished_products
600513,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600530,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600533,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600621,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600713,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600777,Dynamic,"(s,S)",449.44,470.16,528.2,470.16,998.36,finished_products
600792,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600899,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600916,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600919,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600928,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600931,Dynamic,"(s,S)",5139.61,5397.82,1864.89,5397.82,7262.71,finished_products
600932,Dynamic,"(s,S)",16217.32,17604.88,4323.13,17604.88,21928.01,finished_products
600940,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600941,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600942,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600944,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600945,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600946,Dynamic,"(s,S)",1831.14,1952.0,1275.88,1952.0,3227.88,finished_products
600947,Dynamic,"(s,S)",2919.52,3159.15,1796.56,3159.15,4955.71,finished_products
600951,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600952,Dynamic,"(s,S)",1792.06,1918.63,1305.68,1918.63,3224.32,finished_products
600954,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600955,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600958,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600959,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600962,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600963,Dynamic,"(s,S)",4370.83,4619.47,1830.03,4619.47,6449.5,finished_products
600973,Dynamic,"(s,S)",3513.87,3691.35,1546.17,3691.35,5237.52,finished_products
600974,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600975,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600976,Dynamic,"(s,S)",5480.95,5805.69,2091.41,5805.69,7897.1,finished_products
600977,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600980,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600981,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600984,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600985,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600986,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600987,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600988,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600991,Dynamic,"(s,S)",2282.73,2389.62,1199.88,2389.62,3589.5,finished_products
600992,Dynamic,"(s,S)",2102.17,2214.96,1232.57,2214.96,3447.54,finished_products
