Item,avg_monthly,std_monthly,CV,CV2,ADI,zero_ratio,D_annual,avg_order_size,trend_slope,n_clientes,n_pedidos,Classe,demand_class,commercial_class,policy_cluster
530322,3069.96,4880.44,1.5897,2.5273,1.6,0.375,36839.5,4911.93,136.0404,5,27,53,lumpy,high_volume_many_clients,Dynamic
530326,4529.25,11985.45,2.6462,7.0025,8.0,0.875,54351.0,36234.0,77.6287,3,9,53,lumpy,high_volume_many_clients,Dynamic
530328,3199.92,5694.58,1.7796,3.167,3.0,0.6667,38399.0,9599.75,-297.4635,4,15,53,lumpy,high_volume_many_clients,Dynamic
530329,1155.04,4528.02,3.9202,15.3681,12.0,0.9167,13860.5,13860.5,147.1222,1,2,53,lumpy,high_volume_few_clients,Dynamic
530330,2969.46,3892.96,1.311,1.7187,1.5,0.3333,35633.5,4454.19,258.8309,6,23,53,lumpy,high_volume_many_clients,Dynamic
530334,2452.83,3495.81,1.4252,2.0312,1.6,0.375,29434.0,3924.53,-42.1287,7,35,53,lumpy,high_volume_many_clients,Dynamic
530337,5664.83,5703.45,1.0068,1.0137,1.4118,0.2917,67978.0,7997.41,-22.1252,7,39,53,lumpy,high_volume_many_clients,Dynamic
530338,1195.21,1610.4,1.3474,1.8154,2.4,0.5833,14342.5,2868.5,39.5648,5,17,53,lumpy,high_volume_many_clients,Dynamic
530339,1880.96,2389.08,1.2701,1.6133,1.6,0.375,22571.5,3009.53,119.4726,8,21,53,lumpy,high_volume_many_clients,Dynamic
530340,376.33,1428.2,3.795,14.4023,8.0,0.875,4516.0,3010.67,47.34,2,4,53,lumpy,high_volume_many_clients,Dynamic
530342,4167.88,11621.9,2.7884,7.7754,8.0,0.875,50014.5,33343.0,-378.777,1,9,53,lumpy,high_volume_few_clients,Dynamic
530343,1193.96,3055.79,2.5594,6.5504,6.0,0.8333,14327.5,7163.75,-11.0822,1,5,53,lumpy,high_volume_few_clients,Dynamic
530346,689.83,1441.56,2.0897,4.3669,4.8,0.7917,8278.0,3311.2,74.7861,3,8,53,lumpy,high_volume_many_clients,Dynamic
530348,177.79,561.66,3.1591,9.9797,8.0,0.875,2133.5,1422.33,5.663,4,4,53,lumpy,low_volume_many_clients,Dynamic
530349,2613.71,4252.98,1.6272,2.6477,2.0,0.5,31364.5,5227.42,-77.1709,7,20,53,lumpy,high_volume_many_clients,Dynamic
530353,173.71,344.71,1.9844,3.9379,4.8,0.7917,2084.5,833.8,12.03,3,5,53,lumpy,low_volume_many_clients,Dynamic
530354,290.42,507.95,1.7491,3.0592,3.4286,0.7083,3485.0,995.71,25.6017,2,8,53,lumpy,low_volume_many_clients,Dynamic
530355,712.42,1950.41,2.7377,7.4952,6.0,0.8333,8549.0,4274.5,104.1974,3,4,53,lumpy,high_volume_many_clients,Dynamic
530356,259.67,861.26,3.3168,11.001,12.0,0.9167,3116.0,3116.0,-0.5296,2,2,53,lumpy,low_volume_many_clients,Dynamic
530361,176.42,846.06,4.7958,23.0,24.0,0.9583,2117.0,4234.0,-31.2948,1,1,53,lumpy,low_volume_few_clients,MTO
530373,377.17,908.1,2.4077,5.797,6.0,0.8333,4526.0,2263.0,20.7226,3,5,53,lumpy,high_volume_many_clients,Dynamic
530374,1575.62,3143.08,1.9948,3.9793,2.6667,0.625,18907.5,4201.67,58.5483,6,11,53,lumpy,high_volume_many_clients,Dynamic
530378,2942.5,4089.77,1.3899,1.9318,1.6,0.375,35310.0,4708.0,277.6565,11,29,53,lumpy,high_volume_many_clients,Dynamic
530384,10123.21,7299.71,0.7211,0.52,1.1429,0.125,121478.5,11569.38,-470.7109,3,58,53,erratic,high_volume_many_clients,MTS
530385,7524.92,7517.26,0.999,0.998,1.2632,0.2083,90299.0,9505.16,-458.1939,6,35,53,erratic,high_volume_many_clients,MTS
530392,3065.0,4096.54,1.3366,1.7864,1.8462,0.4583,36780.0,5658.46,-239.7722,9,20,53,lumpy,high_volume_many_clients,Dynamic
530393,311.33,450.33,1.4465,2.0922,3.0,0.6667,3736.0,934.0,23.1513,4,8,53,lumpy,low_volume_many_clients,Dynamic
530394,3907.08,5045.55,1.2914,1.6677,1.6,0.375,46885.0,6251.33,-74.4365,7,22,53,lumpy,high_volume_many_clients,Dynamic
530396,433.0,1459.02,3.3696,11.354,8.0,0.875,5196.0,3464.0,36.6339,3,5,53,lumpy,high_volume_many_clients,Dynamic
530397,689.88,1175.26,1.7036,2.9022,3.0,0.6667,8278.5,2069.62,-22.8526,7,9,53,lumpy,high_volume_many_clients,Dynamic
530399,850.62,1308.0,1.5377,2.3645,2.6667,0.625,10207.5,2268.33,-6.3735,5,9,53,lumpy,high_volume_many_clients,Dynamic
530400,473.92,750.51,1.5836,2.5079,3.0,0.6667,5687.0,1421.75,14.7878,4,9,53,lumpy,high_volume_many_clients,Dynamic
530401,912.25,946.17,1.0372,1.0758,1.8462,0.4583,10947.0,1684.15,-0.4209,7,20,53,lumpy,high_volume_many_clients,Dynamic
530402,161.96,464.08,2.8654,8.2107,8.0,0.875,1943.5,1295.67,-19.9126,3,3,53,lumpy,low_volume_many_clients,Dynamic
530404,925.46,1256.01,1.3572,1.8419,2.1818,0.5417,11105.5,2019.18,-4.063,2,12,53,lumpy,high_volume_many_clients,Dynamic
530405,871.29,2091.1,2.4,5.76,4.8,0.7917,10455.5,4182.2,111.9248,3,7,53,lumpy,high_volume_many_clients,Dynamic
530406,2042.62,2355.47,1.1532,1.3298,1.7143,0.4167,24511.5,3501.64,85.7065,6,23,53,lumpy,high_volume_many_clients,Dynamic
530407,1780.0,2235.34,1.2558,1.5771,1.8462,0.4583,21360.0,3286.15,-16.7435,5,22,53,lumpy,high_volume_many_clients,Dynamic
530408,305.25,645.36,2.1142,4.4699,4.0,0.75,3663.0,1221.0,-2.3043,6,7,53,lumpy,low_volume_many_clients,Dynamic
530412,1059.08,1619.95,1.5296,2.3396,2.4,0.5833,12709.0,2541.8,-32.5887,7,14,53,lumpy,high_volume_many_clients,Dynamic
530414,482.83,612.01,1.2675,1.6067,2.1818,0.5417,5794.0,1053.45,32.0496,4,12,53,lumpy,high_volume_many_clients,Dynamic
530415,1088.46,1610.81,1.4799,2.1901,2.4,0.5833,13061.5,2612.3,-47.9796,2,14,53,lumpy,high_volume_many_clients,Dynamic
530416,1483.96,1928.12,1.2993,1.6882,2.0,0.5,17807.5,2967.92,110.3509,3,17,53,lumpy,high_volume_many_clients,Dynamic
530417,1970.08,2662.16,1.3513,1.826,1.5,0.3333,23641.0,2955.12,71.8435,3,20,53,lumpy,high_volume_many_clients,Dynamic
530421,237.29,1009.39,4.2538,18.0949,12.0,0.9167,2847.5,2847.5,47.6178,2,2,53,lumpy,low_volume_many_clients,Dynamic
530422,134.25,643.84,4.7958,23.0,24.0,0.9583,1611.0,3222.0,29.4183,1,1,53,lumpy,low_volume_few_clients,MTO
530424,545.58,1815.24,3.3272,11.07,12.0,0.9167,6547.0,6547.0,3.9948,2,3,53,lumpy,high_volume_many_clients,Dynamic
530425,946.5,1749.99,1.8489,3.4185,2.4,0.5833,11358.0,2271.6,38.373,8,14,53,lumpy,high_volume_many_clients,Dynamic
530426,1162.46,1997.31,1.7182,2.9521,2.1818,0.5417,13949.5,2536.27,39.6517,8,19,53,lumpy,high_volume_many_clients,Dynamic
530427,1444.71,1792.29,1.2406,1.5391,2.0,0.5,17336.5,2889.42,-102.3022,3,16,53,lumpy,high_volume_many_clients,Dynamic
530429,287.88,1196.4,4.156,17.2722,12.0,0.9167,3454.5,3454.5,-37.5691,2,3,53,lumpy,low_volume_many_clients,Dynamic
530430,973.29,1285.55,1.3208,1.7446,2.4,0.5833,11679.5,2335.9,80.9413,2,11,53,lumpy,high_volume_many_clients,Dynamic
530431,7403.71,5006.41,0.6762,0.4572,1.2,0.1667,88844.5,8884.45,236.7943,3,59,53,stable,high_volume_many_clients,MTS
530433,950.29,1491.69,1.5697,2.464,3.0,0.6667,11403.5,2850.88,22.9022,3,10,53,lumpy,high_volume_many_clients,Dynamic
530434,92.12,306.86,3.331,11.0953,12.0,0.9167,1105.5,1105.5,-10.7265,2,2,53,lumpy,low_volume_many_clients,Dynamic
530435,166.79,475.03,2.848,8.1113,8.0,0.875,2001.5,1334.33,-28.8622,1,3,53,lumpy,low_volume_few_clients,MTO
530436,908.25,3063.93,3.3734,11.3801,6.0,0.8333,10899.0,5449.5,-61.5348,4,7,53,lumpy,high_volume_many_clients,Dynamic
530437,3885.12,4577.25,1.1781,1.388,1.2632,0.2083,46621.5,4907.53,-128.9717,10,34,53,erratic,high_volume_many_clients,MTS
530438,1523.96,2738.26,1.7968,3.2285,2.6667,0.625,18287.5,4063.89,-68.6361,7,14,53,lumpy,high_volume_many_clients,Dynamic
530439,157.54,322.64,2.048,4.1942,4.8,0.7917,1890.5,756.2,-12.323,2,5,53,lumpy,low_volume_many_clients,Dynamic
530442,42.08,201.82,4.7958,23.0,24.0,0.9583,505.0,1010.0,9.2217,1,1,53,lumpy,low_volume_few_clients,MTO
530445,1189.04,1849.88,1.5558,2.4204,2.4,0.5833,14268.5,2853.7,79.3257,4,18,53,lumpy,high_volume_many_clients,Dynamic
530448,173.33,831.28,4.7958,23.0,24.0,0.9583,2080.0,4160.0,30.7478,1,1,53,lumpy,low_volume_few_clients,MTO
530449,939.25,2336.91,2.4881,6.1904,4.8,0.7917,11271.0,4508.4,3.4374,4,7,53,lumpy,high_volume_many_clients,Dynamic
530450,1883.04,2633.87,1.3987,1.9564,1.8462,0.4583,22596.5,3476.38,-10.7509,10,22,53,lumpy,high_volume_many_clients,Dynamic
530465,36.42,174.65,4.7958,23.0,24.0,0.9583,437.0,874.0,-7.22,1,1,53,lumpy,low_volume_few_clients,MTO
530467,977.38,1660.83,1.6993,2.8875,3.4286,0.7083,11728.5,3351.0,-108.3239,2,8,53,lumpy,high_volume_many_clients,Dynamic
530489,1581.33,1836.24,1.1612,1.3484,1.8462,0.4583,18976.0,2919.38,-32.54,6,21,53,lumpy,high_volume_many_clients,Dynamic
530490,890.54,3071.95,3.4495,11.8992,6.0,0.8333,10686.5,5343.25,-137.6404,3,5,53,lumpy,high_volume_many_clients,Dynamic
530493,168.5,476.59,2.8284,8.0,8.0,0.875,2022.0,1348.0,-33.407,1,3,53,lumpy,low_volume_few_clients,MTO
530496,804.25,1444.2,1.7957,3.2246,3.4286,0.7083,9651.0,2757.43,73.3922,1,9,53,lumpy,high_volume_few_clients,Dynamic
530497,133.75,469.71,3.5119,12.3333,12.0,0.9167,1605.0,1605.0,18.1435,1,2,53,lumpy,low_volume_few_clients,MTO
530500,77.25,257.44,3.3325,11.1057,12.0,0.9167,927.0,927.0,7.9852,2,2,53,lumpy,low_volume_many_clients,Dynamic
530503,28.96,138.88,4.7958,23.0,24.0,0.9583,347.5,695.0,6.3457,1,1,53,lumpy,low_volume_few_clients,MTO
530505,1539.58,1961.99,1.2744,1.624,2.0,0.5,18475.0,3079.17,-74.2165,6,16,53,lumpy,high_volume_many_clients,Dynamic
530506,29.25,140.28,4.7958,23.0,24.0,0.9583,351.0,702.0,-7.02,1,1,53,lumpy,low_volume_few_clients,MTO
530507,1330.71,2733.23,2.054,4.2188,4.8,0.7917,15968.5,6387.4,67.0717,3,6,53,lumpy,high_volume_many_clients,Dynamic
530508,1046.79,2978.27,2.8451,8.0948,8.0,0.875,12561.5,8374.33,200.9483,2,5,53,lumpy,high_volume_many_clients,Dynamic
530509,23.04,110.5,4.7958,23.0,24.0,0.9583,276.5,553.0,1.2022,1,1,53,lumpy,low_volume_few_clients,MTO
530511,104.71,296.5,2.8317,8.0184,8.0,0.875,1256.5,837.67,-8.0491,2,3,53,lumpy,low_volume_many_clients,Dynamic
530512,597.25,1847.1,3.0927,9.5646,8.0,0.875,7167.0,4778.0,82.9209,1,3,53,lumpy,high_volume_few_clients,Dynamic
530515,84.92,232.23,2.7348,7.479,8.0,0.875,1019.0,679.33,6.6548,2,3,53,lumpy,low_volume_many_clients,Dynamic
530516,94.29,452.21,4.7958,23.0,24.0,0.9583,1131.5,2263.0,-10.823,1,1,53,lumpy,low_volume_few_clients,MTO
530521,217.29,955.91,4.3992,19.3532,12.0,0.9167,2607.5,2607.5,35.1648,1,2,53,lumpy,low_volume_few_clients,MTO
530523,104.0,498.77,4.7958,23.0,24.0,0.9583,1248.0,2496.0,-1.0852,1,2,53,lumpy,low_volume_few_clients,MTO
530524,111.08,532.74,4.7958,23.0,24.0,0.9583,1333.0,2666.0,-1.1591,1,1,53,lumpy,low_volume_few_clients,MTO
530525,137.75,660.63,4.7958,23.0,24.0,0.9583,1653.0,3306.0,-1.4374,1,1,53,lumpy,low_volume_few_clients,MTO
530526,149.46,716.78,4.7958,23.0,24.0,0.9583,1793.5,3587.0,-1.5596,1,1,53,lumpy,low_volume_few_clients,MTO
530527,129.33,620.26,4.7958,23.0,24.0,0.9583,1552.0,3104.0,-1.3496,1,1,53,lumpy,low_volume_few_clients,MTO
530528,89.88,431.03,4.7958,23.0,24.0,0.9583,1078.5,2157.0,0.9378,1,1,53,lumpy,low_volume_few_clients,MTO
530529,44.88,215.21,4.7958,23.0,24.0,0.9583,538.5,1077.0,0.4683,1,1,53,lumpy,low_volume_few_clients,MTO
530531,79.62,381.87,4.7958,23.0,24.0,0.9583,955.5,1911.0,0.8309,1,1,53,lumpy,low_volume_few_clients,MTO
530532,20.96,100.51,4.7958,23.0,24.0,0.9583,251.5,503.0,1.5309,1,1,53,lumpy,low_volume_few_clients,MTO
530533,26.67,127.89,4.7958,23.0,24.0,0.9583,320.0,640.0,2.5043,1,1,53,lumpy,low_volume_few_clients,MTO
530534,91.17,309.82,3.3984,11.549,12.0,0.9167,1094.0,1094.0,9.7165,2,2,53,lumpy,low_volume_many_clients,Dynamic
530535,134.21,314.59,2.3441,5.4946,6.0,0.8333,1610.5,805.25,14.2457,2,5,53,lumpy,low_volume_many_clients,Dynamic
530542,237.75,1035.49,4.3554,18.9694,12.0,0.9167,2853.0,2853.0,52.5574,2,2,53,lumpy,low_volume_many_clients,Dynamic
530543,550.58,2640.5,4.7958,23.0,24.0,0.9583,6607.0,13214.0,97.6687,1,1,53,lumpy,high_volume_few_clients,Dynamic
530544,90.42,299.88,3.3166,11.0,12.0,0.9167,1085.0,1085.0,13.2087,1,2,53,lumpy,low_volume_few_clients,MTO
530547,297.33,1425.96,4.7958,23.0,24.0,0.9583,3568.0,7136.0,58.9496,1,1,53,lumpy,low_volume_few_clients,MTO
530548,353.71,1696.33,4.7958,23.0,24.0,0.9583,4244.5,8489.0,77.5083,1,2,53,lumpy,low_volume_few_clients,MTO
530549,153.25,734.96,4.7958,23.0,24.0,0.9583,1839.0,3678.0,33.5817,1,1,53,lumpy,low_volume_few_clients,MTO
530550,58.46,280.36,4.7958,23.0,24.0,0.9583,701.5,1403.0,12.81,1,1,53,lumpy,low_volume_few_clients,MTO
530551,79.38,380.67,4.7958,23.0,24.0,0.9583,952.5,1905.0,15.737,1,1,53,lumpy,low_volume_few_clients,MTO
530552,52.75,252.98,4.7958,23.0,24.0,0.9583,633.0,1266.0,11.5591,1,1,53,lumpy,low_volume_few_clients,MTO
530553,200.21,960.17,4.7958,23.0,24.0,0.9583,2402.5,4805.0,43.8717,1,1,53,lumpy,low_volume_few_clients,MTO
600002,3041.75,1997.82,0.6568,0.4314,1.0435,0.0417,36501.0,3174.0,-117.962,2,41,60,stable,high_volume_many_clients,MTS
600019,489.5,982.5,2.0072,4.0287,4.0,0.75,5874.0,1958.0,11.8748,1,8,60,lumpy,high_volume_few_clients,Dynamic
600027,568.62,1117.18,1.9647,3.86,4.0,0.75,6823.5,2274.5,-68.7143,1,7,60,lumpy,high_volume_few_clients,Dynamic
600045,403.5,1082.35,2.6824,7.1952,8.0,0.875,4842.0,3228.0,-19.1991,1,3,60,lumpy,high_volume_few_clients,Dynamic
600046,292.0,717.06,2.4557,6.0304,6.0,0.8333,3504.0,1752.0,-10.1983,1,6,60,lumpy,low_volume_few_clients,MTO
600047,505.38,1023.22,2.0247,4.0993,4.8,0.7917,6064.5,2425.8,-22.0996,1,7,60,lumpy,high_volume_few_clients,Dynamic
600049,80.0,237.75,2.9718,8.8317,8.0,0.875,960.0,640.0,-9.5739,1,3,60,lumpy,low_volume_few_clients,MTO
600050,48.38,160.79,3.3238,11.0474,12.0,0.9167,580.5,580.5,7.9178,1,2,60,lumpy,low_volume_few_clients,MTO
600063,320.67,682.32,2.1278,4.5276,4.8,0.7917,3848.0,1539.2,4.2678,1,5,60,lumpy,low_volume_few_clients,MTO
600074,537.25,1130.07,2.1034,4.4245,4.8,0.7917,6447.0,2578.8,-2.6009,1,6,60,lumpy,high_volume_few_clients,Dynamic
600082,75.62,362.68,4.7958,23.0,24.0,0.9583,907.5,1815.0,-0.7891,1,1,60,lumpy,low_volume_few_clients,MTO
600086,69.58,234.34,3.3678,11.3422,12.0,0.9167,835.0,835.0,1.0652,1,2,60,lumpy,low_volume_few_clients,MTO
600088,211.04,724.7,3.4339,11.7917,12.0,0.9167,2532.5,2532.5,-18.93,1,2,60,lumpy,low_volume_few_clients,MTO
600092,48.33,231.8,4.7958,23.0,24.0,0.9583,580.0,1160.0,-10.5913,1,1,60,lumpy,low_volume_few_clients,MTO
600094,231.08,524.67,2.2705,5.155,4.8,0.7917,2773.0,1109.2,11.5809,1,5,60,lumpy,low_volume_few_clients,MTO
600104,2829.08,2453.3,0.8672,0.752,1.5,0.3333,33949.0,4243.62,-82.74,1,31,60,lumpy,high_volume_few_clients,Dynamic
600123,91.33,313.29,3.4302,11.7665,12.0,0.9167,1096.0,1096.0,-4.3461,1,2,60,lumpy,low_volume_few_clients,MTO
600378,1808.67,2973.72,1.6442,2.7032,2.6667,0.625,21704.0,4823.11,-33.2965,1,10,60,lumpy,high_volume_few_clients,Dynamic
600404,51.08,244.99,4.7958,23.0,24.0,0.9583,613.0,1226.0,-10.1278,1,1,60,lumpy,low_volume_few_clients,MTO
600409,711.04,1756.35,2.4701,6.1014,4.8,0.7917,8532.5,3413.0,-105.5317,1,6,60,lumpy,high_volume_few_clients,Dynamic
600410,3043.71,4689.51,1.5407,2.3738,2.6667,0.625,36524.5,8116.56,-222.7717,1,12,60,lumpy,high_volume_few_clients,Dynamic
600415,2930.62,3642.65,1.243,1.545,1.7143,0.4167,35167.5,5023.93,-116.863,1,20,60,lumpy,high_volume_few_clients,Dynamic
600417,2249.29,3365.43,1.4962,2.2387,2.4,0.5833,26991.5,5398.3,229.5822,1,16,60,lumpy,high_volume_few_clients,Dynamic
600418,5936.67,9205.21,1.5506,2.4043,2.4,0.5833,71240.0,14248.0,-531.4026,1,15,60,lumpy,high_volume_few_clients,Dynamic
600420,4071.96,3719.84,0.9135,0.8345,1.4118,0.2917,48863.5,5748.65,-46.3743,2,26,60,lumpy,high_volume_many_clients,Dynamic
600423,4762.04,3412.48,0.7166,0.5135,1.1429,0.125,57144.5,5442.33,17.9526,1,31,60,erratic,high_volume_few_clients,Dynamic
600428,556.67,718.29,1.2903,1.665,2.4,0.5833,6680.0,1336.0,-16.5148,1,12,60,lumpy,high_volume_few_clients,Dynamic
600431,2620.54,2587.82,0.9875,0.9752,1.5,0.3333,31446.5,3930.81,-154.0883,1,23,60,lumpy,high_volume_few_clients,Dynamic
600435,189.29,437.67,2.3121,5.3459,6.0,0.8333,2271.5,1135.75,-11.7613,1,4,60,lumpy,low_volume_few_clients,MTO
600436,91.75,440.02,4.7958,23.0,24.0,0.9583,1101.0,2202.0,-10.5313,1,1,60,lumpy,low_volume_few_clients,MTO
600442,516.17,628.94,1.2185,1.4847,2.1818,0.5417,6194.0,1126.18,-11.913,1,13,60,lumpy,high_volume_few_clients,Dynamic
600443,1299.71,1281.69,0.9861,0.9725,1.5,0.3333,15596.5,1949.56,-42.3274,1,20,60,lumpy,high_volume_few_clients,Dynamic
600444,3687.42,4762.39,1.2915,1.668,2.1818,0.5417,44249.0,8045.27,-86.4191,1,15,60,lumpy,high_volume_few_clients,Dynamic
600446,72.62,240.94,3.3175,11.006,12.0,0.9167,871.5,871.5,9.7161,1,2,60,lumpy,low_volume_few_clients,MTO
600450,42.12,202.02,4.7958,23.0,24.0,0.9583,505.5,1011.0,8.3517,1,1,60,lumpy,low_volume_few_clients,MTO
600481,5975.67,3982.53,0.6665,0.4442,1.2632,0.2083,71708.0,7548.21,156.307,1,29,60,stable,high_volume_few_clients,Comakership
600513,42.79,205.22,4.7958,23.0,24.0,0.9583,513.5,1027.0,4.9117,1,1,60,lumpy,low_volume_few_clients,MTO
600530,264.54,1268.7,4.7958,23.0,24.0,0.9583,3174.5,6349.0,-52.4483,1,1,60,lumpy,low_volume_few_clients,MTO
600533,236.38,733.45,3.1029,9.628,8.0,0.875,2836.5,1891.0,-17.8674,1,3,60,lumpy,low_volume_few_clients,MTO
600621,35.17,168.65,4.7958,23.0,24.0,0.9583,422.0,844.0,-1.1009,1,1,60,lumpy,low_volume_few_clients,MTO
600713,155.0,337.41,2.1769,4.7387,4.8,0.7917,1860.0,744.0,-8.2957,1,5,60,lumpy,low_volume_few_clients,MTO
600777,81.12,294.82,3.6342,13.2071,12.0,0.9167,973.5,973.5,-9.5561,2,2,60,lumpy,low_volume_many_clients,Dynamic
600792,272.0,674.0,2.4779,6.1402,6.0,0.8333,3264.0,1632.0,12.3478,1,6,60,lumpy,low_volume_few_clients,MTO
600899,80.38,268.34,3.3386,11.1463,12.0,0.9167,964.5,964.5,-10.3422,1,2,60,lumpy,low_volume_few_clients,MTO
600916,209.29,523.98,2.5036,6.2679,6.0,0.8333,2511.5,1255.75,-5.8935,1,5,60,lumpy,low_volume_few_clients,MTO
600919,86.83,303.89,3.4997,12.2477,12.0,0.9167,1042.0,1042.0,-1.0539,1,2,60,lumpy,low_volume_few_clients,MTO
600928,14.46,69.34,4.7958,23.0,24.0,0.9583,173.5,347.0,2.5648,1,1,60,lumpy,low_volume_few_clients,MTO
600931,1011.25,2429.6,2.4026,5.7724,4.0,0.75,12135.0,4045.0,-139.6913,1,8,60,lumpy,high_volume_few_clients,Dynamic
600932,5434.33,6064.4,1.1159,1.2453,1.3333,0.25,65212.0,7245.78,293.5722,1,39,60,lumpy,high_volume_few_clients,Dynamic
600940,227.33,662.56,2.9145,8.4942,8.0,0.875,2728.0,1818.67,-24.3774,1,4,60,lumpy,low_volume_few_clients,MTO
600941,95.04,287.74,3.0275,9.1658,8.0,0.875,1140.5,760.33,7.3874,1,3,60,lumpy,low_volume_few_clients,MTO
600942,102.5,237.1,2.3131,5.3507,6.0,0.8333,1230.0,615.0,2.5974,1,4,60,lumpy,low_volume_few_clients,MTO
600944,48.42,161.08,3.327,11.0688,12.0,0.9167,581.0,581.0,-0.513,1,2,60,lumpy,low_volume_few_clients,MTO
600945,193.75,358.27,1.8491,3.4192,4.0,0.75,2325.0,775.0,7.1278,1,6,60,lumpy,low_volume_few_clients,MTO
600946,473.33,740.37,1.5642,2.4466,2.6667,0.625,5680.0,1262.22,40.9791,1,11,60,lumpy,high_volume_few_clients,Dynamic
600947,938.5,1104.59,1.177,1.3853,2.0,0.5,11262.0,1877.0,45.2357,1,14,60,lumpy,high_volume_few_clients,Dynamic
600951,86.42,289.74,3.3528,11.2411,12.0,0.9167,1037.0,1037.0,7.3417,1,2,60,lumpy,low_volume_few_clients,MTO
600952,495.71,708.49,1.4292,2.0428,2.0,0.5,5948.5,991.42,-27.8194,2,14,60,lumpy,high_volume_many_clients,Dynamic
600954,272.33,592.17,2.1744,4.7282,4.8,0.7917,3268.0,1307.2,21.1887,1,6,60,lumpy,low_volume_few_clients,MTO
600955,124.92,234.69,1.8788,3.5299,3.4286,0.7083,1499.0,428.29,-20.4718,1,7,60,lumpy,low_volume_few_clients,MTO
600958,351.83,1243.32,3.5338,12.488,8.0,0.875,4222.0,2814.67,-48.7078,1,3,60,lumpy,low_volume_few_clients,MTO
600959,151.96,517.6,3.4062,11.6022,12.0,0.9167,1823.5,1823.5,-1.3952,1,2,60,lumpy,low_volume_few_clients,MTO
600962,27.25,130.69,4.7958,23.0,24.0,0.9583,327.0,654.0,-1.9904,1,1,60,lumpy,low_volume_few_clients,MTO
600963,973.79,1883.73,1.9344,3.742,4.0,0.75,11685.5,3895.17,-52.2526,1,7,60,lumpy,high_volume_few_clients,Dynamic
600973,695.12,1651.72,2.3761,5.6461,4.0,0.75,8341.5,2780.5,-61.537,1,7,60,lumpy,high_volume_few_clients,Dynamic
600974,155.21,411.8,2.6532,7.0396,8.0,0.875,1862.5,1241.67,6.9091,1,3,60,lumpy,low_volume_few_clients,MTO
600975,86.5,414.84,4.7958,23.0,24.0,0.9583,1038.0,2076.0,2.7078,1,1,60,lumpy,low_volume_few_clients,MTO
600976,1271.83,2314.4,1.8197,3.3114,4.0,0.75,15262.0,5087.33,-50.8626,1,6,60,lumpy,high_volume_few_clients,Dynamic
600977,317.29,1057.61,3.3333,11.1106,12.0,0.9167,3807.5,3807.5,-38.9622,1,3,60,lumpy,low_volume_few_clients,MTO
600980,46.08,221.01,4.7958,23.0,24.0,0.9583,553.0,1106.0,-0.4809,1,1,60,lumpy,low_volume_few_clients,MTO
600981,48.33,231.8,4.7958,23.0,24.0,0.9583,580.0,1160.0,5.5478,1,1,60,lumpy,low_volume_few_clients,MTO
600984,168.25,564.53,3.3553,11.2579,12.0,0.9167,2019.0,2019.0,-18.8896,1,2,60,lumpy,low_volume_few_clients,MTO
600985,217.62,724.89,3.3309,11.0951,12.0,0.9167,2611.5,2611.5,-17.1561,1,2,60,lumpy,low_volume_few_clients,MTO
600986,89.5,243.93,2.7255,7.4282,8.0,0.875,1074.0,716.0,1.3443,1,3,60,lumpy,low_volume_few_clients,MTO
600987,30.0,143.87,4.7958,23.0,24.0,0.9583,360.0,720.0,-6.5739,1,1,60,lumpy,low_volume_few_clients,MTO
600988,55.71,267.17,4.7958,23.0,24.0,0.9583,668.5,1337.0,-9.8822,1,1,60,lumpy,low_volume_few_clients,MTO
600991,418.62,1210.11,2.8907,8.356,6.0,0.8333,5023.5,2511.75,-47.1778,1,4,60,lumpy,high_volume_few_clients,Dynamic
600992,441.75,2118.56,4.7958,23.0,24.0,0.9583,5301.0,10602.0,-59.9243,1,2,60,lumpy,high_volume_few_clients,Dynamic
600993,43.96,210.82,4.7958,23.0,24.0,0.9583,527.5,1055.0,-5.0457,1,1,60,lumpy,low_volume_few_clients,MTO
600994,215.46,622.19,2.8877,8.339,8.0,0.875,2585.5,1723.67,39.8665,1,3,60,lumpy,low_volume_few_clients,MTO
600996,35.75,171.45,4.7958,23.0,24.0,0.9583,429.0,858.0,7.0878,1,1,60,lumpy,low_volume_few_clients,MTO
610002,23188.46,10672.27,0.4602,0.2118,1.0,0.0,278261.5,23188.46,346.9883,10,191,61,stable,high_volume_many_clients,MTS
610003,1770.54,1951.62,1.1023,1.215,1.6,0.375,21246.5,2832.87,-49.9604,3,24,61,lumpy,high_volume_many_clients,Dynamic
610004,27977.25,13330.06,0.4765,0.227,1.0435,0.0417,335727.0,29193.65,-494.7461,7,87,61,stable,high_volume_many_clients,MTS
610005,290.08,685.36,2.3626,5.5821,4.8,0.7917,3481.0,1392.4,2.107,3,6,61,lumpy,low_volume_many_clients,Dynamic
610006,104.79,502.56,4.7958,23.0,24.0,0.9583,1257.5,2515.0,14.2152,1,1,61,lumpy,low_volume_few_clients,MTO
610007,51.46,246.79,4.7958,23.0,24.0,0.9583,617.5,1235.0,-2.6848,1,1,61,lumpy,low_volume_few_clients,MTO
610011,727.79,1657.43,2.2773,5.1863,6.0,0.8333,8733.5,4366.75,29.7013,1,5,61,lumpy,high_volume_few_clients,Dynamic
610012,50.25,240.99,4.7958,23.0,24.0,0.9583,603.0,1206.0,-6.8165,1,1,61,lumpy,low_volume_few_clients,MTO
