Item,avg_monthly,std_monthly,CV,CV2,ADI,zero_ratio,D_annual,avg_order_size,trend_slope,n_clientes,n_pedidos,Classe,demand_class,commercial_class,policy_cluster
500614,200.25,564.87,2.8208,7.9572,6.0,0.8333,2403.0,1201.5,-18.9565,2,7,50,lumpy,low_volume_many_clients,Dynamic
500615,419.75,672.55,1.6023,2.5673,3.0,0.6667,5037.0,1259.25,8.1252,2,9,50,lumpy,high_volume_many_clients,Dynamic
500616,120.62,578.5,4.7958,23.0,24.0,0.9583,1447.5,2895.0,-21.3978,1,1,50,lumpy,low_volume_few_clients,MTO
500617,94.58,316.07,3.3417,11.1673,12.0,0.9167,1135.0,1135.0,-0.473,1,2,50,lumpy,low_volume_few_clients,MTO
500619,161.17,297.75,1.8474,3.413,4.0,0.75,1934.0,644.67,18.767,4,6,50,lumpy,low_volume_many_clients,Dynamic
500621,160.62,512.83,3.1927,10.1936,8.0,0.875,1927.5,1285.0,-4.0891,1,3,50,lumpy,low_volume_few_clients,MTO
500622,545.67,2616.93,4.7958,23.0,24.0,0.9583,6548.0,13096.0,-39.8574,1,2,50,lumpy,high_volume_few_clients,Dynamic
500623,127.17,609.87,4.7958,23.0,24.0,0.9583,1526.0,3052.0,-9.2887,1,1,50,lumpy,low_volume_few_clients,MTO
500624,429.79,1385.8,3.2244,10.3965,8.0,0.875,5157.5,3438.33,-25.6083,2,3,50,lumpy,high_volume_many_clients,Dynamic
500625,203.42,674.92,3.3179,11.0085,12.0,0.9167,2441.0,2441.0,6.1417,1,3,50,lumpy,low_volume_few_clients,MTO
500626,388.79,1410.77,3.6286,13.1668,12.0,0.9167,4665.5,4665.5,24.8474,2,2,50,lumpy,high_volume_many_clients,Dynamic
500627,151.25,600.59,3.9708,15.7674,12.0,0.9167,1815.0,1815.0,1.6835,2,2,50,lumpy,low_volume_many_clients,Dynamic
500628,322.92,1548.65,4.7958,23.0,24.0,0.9583,3875.0,7750.0,3.3696,1,4,50,lumpy,low_volume_few_clients,MTO
500629,145.5,697.79,4.7958,23.0,24.0,0.9583,1746.0,3492.0,7.5913,1,1,50,lumpy,low_volume_few_clients,MTO
500630,446.62,2141.94,4.7958,23.0,24.0,0.9583,5359.5,10719.0,4.6604,1,1,50,lumpy,high_volume_few_clients,Dynamic
500631,2607.38,4254.25,1.6316,2.6622,3.0,0.6667,31288.5,7822.12,440.4622,1,16,50,lumpy,high_volume_few_clients,Dynamic
500632,104.75,502.36,4.7958,23.0,24.0,0.9583,1257.0,2514.0,3.2791,1,1,50,lumpy,low_volume_few_clients,MTO
500633,107.79,516.95,4.7958,23.0,24.0,0.9583,1293.5,2587.0,7.8735,1,3,50,lumpy,low_volume_few_clients,MTO
500634,125.75,603.08,4.7958,23.0,24.0,0.9583,1509.0,3018.0,11.8096,1,1,50,lumpy,low_volume_few_clients,MTO
500635,610.25,2049.68,3.3587,11.2812,12.0,0.9167,7323.0,7323.0,62.2478,1,2,50,lumpy,high_volume_few_clients,Dynamic
500636,346.33,1187.17,3.4278,11.75,12.0,0.9167,4156.0,4156.0,33.4287,1,2,50,lumpy,low_volume_few_clients,MTO
500637,868.58,2007.6,2.3114,5.3424,4.0,0.75,10423.0,3474.33,77.8617,2,19,50,lumpy,high_volume_many_clients,Dynamic
500638,1254.92,4253.55,3.3895,11.4888,8.0,0.875,15059.0,10039.33,125.4557,1,18,50,lumpy,high_volume_few_clients,Dynamic
500639,1168.88,4100.26,3.5079,12.3051,8.0,0.875,14026.5,9351.0,132.73,2,5,50,lumpy,high_volume_many_clients,Dynamic
500640,955.54,2610.25,2.7317,7.4622,8.0,0.875,11466.5,7644.33,142.9387,1,4,50,lumpy,high_volume_few_clients,Dynamic
500641,155.83,747.35,4.7958,23.0,24.0,0.9583,1870.0,3740.0,11.3826,1,3,50,lumpy,low_volume_few_clients,MTO
500642,590.79,2168.27,3.6701,13.4697,6.0,0.8333,7089.5,3544.75,59.4726,1,4,50,lumpy,high_volume_few_clients,Dynamic
500643,414.12,1373.59,3.3169,11.0015,12.0,0.9167,4969.5,4969.5,43.0683,1,2,50,lumpy,high_volume_few_clients,Dynamic
500663,136.33,653.83,4.7958,23.0,24.0,0.9583,1636.0,3272.0,18.4939,1,1,50,lumpy,low_volume_few_clients,MTO
500664,101.58,487.18,4.7958,23.0,24.0,0.9583,1219.0,2438.0,22.26,1,1,50,lumpy,low_volume_few_clients,MTO
500666,301.83,1447.54,4.7958,23.0,24.0,0.9583,3622.0,7244.0,72.44,1,1,50,lumpy,low_volume_few_clients,MTO
500668,126.67,607.47,4.7958,23.0,24.0,0.9583,1520.0,3040.0,30.4,1,1,50,lumpy,low_volume_few_clients,MTO
500669,296.54,1422.16,4.7958,23.0,24.0,0.9583,3558.5,7117.0,71.17,1,1,50,lumpy,low_volume_few_clients,MTO
510005,38.75,185.84,4.7958,23.0,24.0,0.9583,465.0,930.0,4.4478,1,1,51,lumpy,low_volume_few_clients,MTO
510006,84.79,281.23,3.3167,11.0002,12.0,0.9167,1017.5,1017.5,14.1604,1,2,51,lumpy,low_volume_few_clients,MTO
510007,132.79,460.38,3.4669,12.0196,12.0,0.9167,1593.5,1593.5,17.2057,2,3,51,lumpy,low_volume_many_clients,Dynamic
510008,94.04,312.79,3.326,11.0626,12.0,0.9167,1128.5,1128.5,13.9509,2,2,51,lumpy,low_volume_many_clients,Dynamic
510009,87.88,294.14,3.3472,11.204,12.0,0.9167,1054.5,1054.5,11.123,2,3,51,lumpy,low_volume_many_clients,Dynamic
510010,83.88,402.25,4.7958,23.0,24.0,0.9583,1006.5,2013.0,11.3778,2,2,51,lumpy,low_volume_many_clients,Dynamic
510011,86.0,412.44,4.7958,23.0,24.0,0.9583,1032.0,2064.0,11.6661,2,2,51,lumpy,low_volume_many_clients,Dynamic
510012,198.04,545.08,2.7524,7.5755,8.0,0.875,2376.5,1584.33,39.0404,3,5,51,lumpy,low_volume_many_clients,Dynamic
510013,41.71,200.03,4.7958,23.0,24.0,0.9583,500.5,1001.0,6.5283,1,1,51,lumpy,low_volume_few_clients,MTO
510014,41.29,198.03,4.7958,23.0,24.0,0.9583,495.5,991.0,7.3248,1,1,51,lumpy,low_volume_few_clients,MTO
510015,41.88,200.83,4.7958,23.0,24.0,0.9583,502.5,1005.0,5.6804,1,1,51,lumpy,low_volume_few_clients,MTO
510016,86.83,288.21,3.3192,11.0168,12.0,0.9167,1042.0,1042.0,14.3957,2,2,51,lumpy,low_volume_many_clients,Dynamic
510017,144.75,391.6,2.7054,7.319,8.0,0.875,1737.0,1158.0,25.6652,3,3,51,lumpy,low_volume_many_clients,Dynamic
510018,41.79,200.43,4.7958,23.0,24.0,0.9583,501.5,1003.0,8.2857,1,1,51,lumpy,low_volume_few_clients,MTO
510019,87.0,288.55,3.3166,11.0,12.0,0.9167,1044.0,1044.0,18.1565,1,2,51,lumpy,low_volume_few_clients,MTO
510020,41.46,198.83,4.7958,23.0,24.0,0.9583,497.5,995.0,8.2196,1,1,51,lumpy,low_volume_few_clients,MTO
510021,82.67,274.17,3.3166,11.0,12.0,0.9167,992.0,992.0,17.2522,1,2,51,lumpy,low_volume_few_clients,MTO
530001,172625.31,65451.73,0.3792,0.1438,1.0,0.0,2071503.7,172625.31,-4387.2626,123,999,53,stable,high_volume_many_clients,MTS
530002,123015.5,50003.53,0.4065,0.1652,1.0,0.0,1476186.0,123015.5,-1843.5783,124,774,53,stable,high_volume_many_clients,MTS
530003,179430.96,73825.87,0.4114,0.1693,1.0,0.0,2153171.48,179430.96,-3280.3758,121,840,53,stable,high_volume_many_clients,MTS
530004,155400.93,56131.64,0.3612,0.1305,1.0,0.0,1864811.15,155400.93,-1655.2601,124,868,53,stable,high_volume_many_clients,MTS
530005,133947.25,49052.1,0.3662,0.1341,1.0,0.0,1607366.99,133947.25,-2466.8465,123,791,53,stable,high_volume_many_clients,MTS
530006,152120.21,57714.48,0.3794,0.1439,1.0,0.0,1825442.5,152120.21,-2423.6909,111,805,53,stable,high_volume_many_clients,MTS
530007,97760.5,49884.3,0.5103,0.2604,1.0,0.0,1173126.0,97760.5,-1749.8617,96,537,53,stable,high_volume_many_clients,MTS
530008,112691.08,47260.99,0.4194,0.1759,1.0,0.0,1352293.0,112691.08,-3656.5218,103,676,53,stable,high_volume_many_clients,MTS
530009,153435.83,49502.39,0.3226,0.1041,1.0,0.0,1841230.0,153435.83,-1975.3565,121,856,53,stable,high_volume_many_clients,MTS
530010,61155.58,26709.91,0.4368,0.1908,1.0,0.0,733867.0,61155.58,-1062.9026,92,465,53,stable,high_volume_many_clients,MTS
530011,114617.08,37442.34,0.3267,0.1067,1.0,0.0,1375405.0,114617.08,-157.7374,97,549,53,stable,high_volume_many_clients,MTS
530012,90559.08,35133.97,0.388,0.1505,1.0,0.0,1086709.0,90559.08,-1336.6519,107,695,53,stable,high_volume_many_clients,MTS
530013,100725.71,47296.77,0.4696,0.2205,1.0,0.0,1208708.5,100725.71,-1266.5083,82,517,53,stable,high_volume_many_clients,MTS
530014,83716.67,41664.92,0.4977,0.2477,1.0,0.0,1004600.0,83716.67,-1788.9287,74,442,53,stable,high_volume_many_clients,MTS
530015,130684.92,53409.92,0.4087,0.167,1.0,0.0,1568219.0,130684.92,-2700.0841,118,789,53,stable,high_volume_many_clients,MTS
530016,52609.25,26806.03,0.5095,0.2596,1.0,0.0,631311.0,52609.25,22.3122,74,286,53,stable,high_volume_many_clients,MTS
530017,49225.33,24400.32,0.4957,0.2457,1.0,0.0,590704.0,49225.33,-1058.7009,61,299,53,stable,high_volume_many_clients,MTS
530018,43342.12,24461.36,0.5644,0.3185,1.0,0.0,520105.5,43342.12,-877.4274,67,285,53,stable,high_volume_many_clients,MTS
530019,50795.0,24980.11,0.4918,0.2419,1.0,0.0,609540.0,50795.0,-589.6696,56,249,53,stable,high_volume_many_clients,MTS
530020,121931.79,55406.49,0.4544,0.2065,1.0,0.0,1463181.5,121931.79,-2881.9743,106,668,53,stable,high_volume_many_clients,MTS
530022,19596.29,11643.02,0.5941,0.353,1.0,0.0,235155.5,19596.29,-9.6048,43,138,53,stable,high_volume_many_clients,MTS
530023,59635.5,22209.76,0.3724,0.1387,1.0,0.0,715626.0,59635.5,110.3757,84,446,53,stable,high_volume_many_clients,MTS
530024,37998.79,19628.54,0.5166,0.2668,1.0,0.0,455985.5,37998.79,-573.1865,47,219,53,stable,high_volume_many_clients,MTS
530025,3613.62,6388.38,1.7679,3.1253,1.8462,0.4583,43363.5,6671.31,-45.7404,11,23,53,lumpy,high_volume_many_clients,Dynamic
530026,102748.75,41391.66,0.4028,0.1623,1.0,0.0,1232985.0,102748.75,179.3217,96,557,53,stable,high_volume_many_clients,MTS
530027,3617.58,5040.8,1.3934,1.9416,1.7143,0.4167,43411.0,6201.57,-74.0913,9,24,53,lumpy,high_volume_many_clients,Dynamic
530028,41894.0,20915.33,0.4992,0.2492,1.0,0.0,502728.0,41894.0,-343.6391,57,284,53,stable,high_volume_many_clients,MTS
530030,5458.58,7552.14,1.3835,1.9142,1.6,0.375,65503.0,8733.73,-70.0426,10,30,53,lumpy,high_volume_many_clients,Dynamic
530031,4804.62,4531.77,0.9432,0.8896,1.2,0.1667,57655.5,5765.55,-69.8509,17,45,53,erratic,high_volume_many_clients,MTS
530032,45129.38,21908.35,0.4855,0.2357,1.0435,0.0417,541552.5,47091.52,-1040.6517,26,149,53,stable,high_volume_many_clients,MTS
530033,11336.62,7220.48,0.6369,0.4057,1.0435,0.0417,136039.5,11829.52,-272.8648,35,96,53,stable,high_volume_many_clients,MTS
530035,5189.25,5712.61,1.1009,1.2119,1.4118,0.2917,62271.0,7326.0,146.3757,27,51,53,lumpy,high_volume_many_clients,Dynamic
530038,2105.0,6300.9,2.9933,8.9599,3.0,0.6667,25260.0,6315.0,41.3713,8,14,53,lumpy,high_volume_many_clients,Dynamic
530040,39038.38,19905.49,0.5099,0.26,1.0,0.0,468460.5,39038.38,-611.13,56,217,53,stable,high_volume_many_clients,MTS
530041,2125.38,2770.21,1.3034,1.6988,2.0,0.5,25504.5,4250.75,-122.67,10,22,53,lumpy,high_volume_many_clients,Dynamic
530042,1882.62,1870.79,0.9937,0.9875,1.3333,0.25,22591.5,2510.17,-75.2152,15,27,53,lumpy,high_volume_many_clients,Dynamic
530043,2422.54,4448.12,1.8361,3.3714,1.8462,0.4583,29070.5,4472.38,-313.4248,9,24,53,lumpy,high_volume_many_clients,Dynamic
530045,1209.54,2411.92,1.9941,3.9763,2.6667,0.625,14514.5,3225.44,24.417,8,12,53,lumpy,high_volume_many_clients,Dynamic
530046,3616.38,3918.28,1.0835,1.1739,1.8462,0.4583,43396.5,6676.38,-172.0735,1,15,53,lumpy,high_volume_few_clients,Dynamic
530048,4017.08,4923.18,1.2256,1.502,1.7143,0.4167,48205.0,6886.43,78.3017,12,34,53,lumpy,high_volume_many_clients,Dynamic
530050,1194.29,2853.72,2.3895,5.7096,4.8,0.7917,14331.5,5732.6,90.6143,4,8,53,lumpy,high_volume_many_clients,Dynamic
530051,32689.92,16191.57,0.4953,0.2453,1.0,0.0,392279.0,32689.92,-776.1035,58,231,53,stable,high_volume_many_clients,MTS
530053,19809.46,13715.54,0.6924,0.4794,1.2,0.1667,237713.5,23771.35,-579.2248,16,79,53,stable,high_volume_many_clients,MTS
530054,2981.21,3154.93,1.0583,1.1199,1.6,0.375,35774.5,4769.93,131.0743,9,29,53,lumpy,high_volume_many_clients,Dynamic
530057,13615.83,13262.65,0.9741,0.9488,1.0,0.0,163390.0,13615.83,294.5026,37,111,53,erratic,high_volume_many_clients,MTS
530058,8264.33,9218.91,1.1155,1.2444,1.2,0.1667,99172.0,9917.2,205.3713,22,59,53,erratic,high_volume_many_clients,MTS
530059,2848.54,4367.99,1.5334,2.3514,2.0,0.5,34182.5,5697.08,-213.5352,12,24,53,lumpy,high_volume_many_clients,Dynamic
530062,5371.83,5664.71,1.0545,1.112,1.4118,0.2917,64462.0,7583.76,162.3235,17,40,53,lumpy,high_volume_many_clients,Dynamic
530063,32465.21,22324.04,0.6876,0.4728,1.0435,0.0417,389582.5,33876.74,-746.7343,45,177,53,stable,high_volume_many_clients,MTS
530065,360.21,984.69,2.7337,7.4729,8.0,0.875,4322.5,2881.67,-27.2909,5,6,53,lumpy,low_volume_many_clients,Dynamic
530069,1803.25,2937.46,1.629,2.6536,2.4,0.5833,21639.0,4327.8,96.9122,6,13,53,lumpy,high_volume_many_clients,Dynamic
530073,1297.92,2346.5,1.8079,3.2685,2.1818,0.5417,15575.0,2831.82,-149.5243,12,15,53,lumpy,high_volume_many_clients,Dynamic
530074,1118.38,1608.09,1.4379,2.0675,3.0,0.6667,13420.5,3355.12,83.7657,1,9,53,lumpy,high_volume_few_clients,Dynamic
530076,2006.12,3256.11,1.6231,2.6344,3.0,0.6667,24073.5,6018.38,99.497,3,10,53,lumpy,high_volume_many_clients,Dynamic
530079,2159.62,3984.37,1.8449,3.4038,2.0,0.5,25915.5,4319.25,6.1526,10,19,53,lumpy,high_volume_many_clients,Dynamic
530080,12610.75,8557.48,0.6786,0.4605,1.0435,0.0417,151329.0,13159.04,-572.2557,40,124,53,stable,high_volume_many_clients,MTS
530083,1492.38,4307.49,2.8863,8.3309,4.8,0.7917,17908.5,7163.4,-124.3057,4,11,53,lumpy,high_volume_many_clients,Dynamic
530085,1496.21,2345.39,1.5676,2.4572,2.4,0.5833,17954.5,3590.9,118.0265,5,11,53,lumpy,high_volume_many_clients,Dynamic
530088,17994.08,16800.97,0.9337,0.8718,1.1429,0.125,215929.0,20564.67,411.6087,11,52,53,erratic,high_volume_many_clients,MTS
530090,86.15,413.14,4.7958,23.0,24.0,0.9583,1033.75,2067.5,17.0793,2,3,53,lumpy,low_volume_many_clients,Dynamic
530091,1809.38,2040.71,1.1279,1.2721,1.8462,0.4583,21712.5,3340.38,-91.6665,10,18,53,lumpy,high_volume_many_clients,Dynamic
530092,1933.25,4907.18,2.5383,6.443,2.6667,0.625,23199.0,5155.33,-80.2426,5,13,53,lumpy,high_volume_many_clients,Dynamic
530093,3107.42,4728.97,1.5218,2.316,1.3333,0.25,37289.0,4143.22,248.9261,20,30,53,lumpy,high_volume_many_clients,Dynamic
530108,1294.0,2485.06,1.9204,3.6881,3.0,0.6667,15528.0,3882.0,-51.76,8,11,53,lumpy,high_volume_many_clients,Dynamic
530109,526.33,1250.72,2.3763,5.6468,3.4286,0.7083,6316.0,1804.57,-57.98,7,8,53,lumpy,high_volume_many_clients,Dynamic
530112,7247.67,19077.95,2.6323,6.9289,1.7143,0.4167,86972.0,12424.57,-33.0852,13,31,53,lumpy,high_volume_many_clients,Dynamic
530113,33562.92,20813.07,0.6201,0.3846,1.0909,0.0833,402755.0,36614.09,-698.4896,26,121,53,stable,high_volume_many_clients,MTS
530119,232.62,465.4,2.0006,4.0026,4.0,0.75,2791.5,930.5,13.8883,6,6,53,lumpy,low_volume_many_clients,Dynamic
530123,19158.04,29016.09,1.5146,2.2939,1.6,0.375,229896.5,30652.87,1088.517,8,46,53,lumpy,high_volume_many_clients,Dynamic
530126,126.0,604.27,4.7958,23.0,24.0,0.9583,1512.0,3024.0,30.24,1,2,53,lumpy,low_volume_few_clients,MTO
530127,1349.0,1762.77,1.3067,1.7075,1.8462,0.4583,16188.0,2490.46,56.8357,15,25,53,lumpy,high_volume_many_clients,Dynamic
530128,1073.38,1415.77,1.319,1.7397,1.8462,0.4583,12880.5,1981.62,-31.3796,10,16,53,lumpy,high_volume_many_clients,Dynamic
530133,547.83,2174.33,3.969,15.7526,8.0,0.875,6574.0,4382.67,48.2774,2,3,53,lumpy,high_volume_many_clients,Dynamic
530137,3858.17,4049.23,1.0495,1.1015,1.0909,0.0833,46298.0,4208.91,-201.4391,25,48,53,erratic,high_volume_many_clients,MTS
530138,109510.27,45465.75,0.4152,0.1724,1.0,0.0,1314123.2,109510.27,-1271.851,108,613,53,stable,high_volume_many_clients,MTS
530142,85.08,408.05,4.7958,23.0,24.0,0.9583,1021.0,2042.0,-13.3174,2,2,53,lumpy,low_volume_many_clients,Dynamic
530156,42.04,201.62,4.7958,23.0,24.0,0.9583,504.5,1009.0,9.2126,1,1,53,lumpy,low_volume_few_clients,MTO
530159,323.0,1549.05,4.7958,23.0,24.0,0.9583,3876.0,7752.0,10.1113,1,1,53,lumpy,low_volume_few_clients,MTO
530178,1451.88,5108.6,3.5186,12.3807,8.0,0.875,17422.5,11615.0,72.9543,2,3,53,lumpy,high_volume_many_clients,Dynamic
530179,2588.29,5797.75,2.24,5.0176,3.0,0.6667,31059.5,7764.88,-217.0987,4,10,53,lumpy,high_volume_many_clients,Dynamic
530184,87.75,291.03,3.3166,11.0,12.0,0.9167,1053.0,1053.0,14.6417,1,2,53,lumpy,low_volume_few_clients,MTO
530191,679.46,1177.43,1.7329,3.0029,3.4286,0.7083,8153.5,2329.57,-75.983,4,7,53,lumpy,high_volume_many_clients,Dynamic
530198,17365.42,16094.27,0.9268,0.859,1.1429,0.125,208385.0,19846.19,1515.8304,10,62,53,erratic,high_volume_many_clients,MTS
530201,167.88,365.27,2.1758,4.7342,4.8,0.7917,2014.5,805.8,9.3813,4,6,53,lumpy,low_volume_many_clients,Dynamic
530204,334.29,733.12,2.1931,4.8096,4.8,0.7917,4011.5,1604.6,6.5283,2,5,53,lumpy,low_volume_many_clients,Dynamic
530205,4745.79,4890.11,1.0304,1.0617,1.5,0.3333,56949.5,7118.69,-204.6596,14,27,53,lumpy,high_volume_many_clients,Dynamic
530208,12190.96,12329.92,1.0114,1.0229,1.6,0.375,146291.5,19505.53,-847.7509,4,41,53,lumpy,high_volume_many_clients,Dynamic
530210,3123.46,7889.81,2.526,6.3806,2.4,0.5833,37481.5,7496.3,559.1509,5,20,53,lumpy,high_volume_many_clients,Dynamic
530212,408.04,868.24,2.1278,4.5276,4.0,0.75,4896.5,1632.17,-7.2022,3,8,53,lumpy,high_volume_many_clients,Dynamic
530225,41.0,196.63,4.7958,23.0,24.0,0.9583,492.0,984.0,-1.2835,1,1,53,lumpy,low_volume_few_clients,MTO
530231,959.25,1516.62,1.581,2.4997,2.0,0.5,11511.0,1918.5,80.1061,7,25,53,lumpy,high_volume_many_clients,Dynamic
530235,1649.67,2223.13,1.3476,1.8161,2.1818,0.5417,19796.0,3599.27,168.0157,8,32,53,lumpy,high_volume_many_clients,Dynamic
530237,6698.79,7458.9,1.1135,1.2398,1.4118,0.2917,80385.5,9457.12,-237.1726,6,28,53,lumpy,high_volume_many_clients,Dynamic
530239,4231.58,4867.92,1.1504,1.3234,1.5,0.3333,50779.0,6347.38,-158.9626,10,34,53,lumpy,high_volume_many_clients,Dynamic
530242,212.96,508.96,2.3899,5.7119,6.0,0.8333,2555.5,1277.75,-17.3709,2,4,53,lumpy,low_volume_many_clients,Dynamic
530243,1242.88,2798.75,2.2518,5.0707,4.0,0.75,14914.5,4971.5,30.4204,3,9,53,lumpy,high_volume_many_clients,Dynamic
530247,1059.75,2183.43,2.0603,4.2449,2.6667,0.625,12717.0,2826.0,48.2617,4,10,53,lumpy,high_volume_many_clients,Dynamic
530249,944.21,1389.87,1.472,2.1668,2.6667,0.625,11330.5,2517.89,-94.4996,3,10,53,lumpy,high_volume_many_clients,Dynamic
530250,1008.0,3224.16,3.1986,10.2309,8.0,0.875,12096.0,8064.0,142.4904,3,3,53,lumpy,high_volume_many_clients,Dynamic
530251,157.46,447.31,2.8408,8.0701,6.0,0.8333,1889.5,944.75,-14.6596,4,4,53,lumpy,low_volume_many_clients,Dynamic
530253,1377.75,3959.31,2.8738,8.2584,8.0,0.875,16533.0,11022.0,-71.0322,1,3,53,lumpy,high_volume_few_clients,Dynamic
530256,5056.92,7885.52,1.5594,2.4316,2.1818,0.5417,60683.0,11033.27,330.3122,6,23,53,lumpy,high_volume_many_clients,Dynamic
530257,976.46,1895.26,1.9409,3.7673,4.0,0.75,11717.5,3905.83,20.6152,4,8,53,lumpy,high_volume_many_clients,Dynamic
530258,300.33,1440.35,4.7958,23.0,24.0,0.9583,3604.0,7208.0,-72.08,2,3,53,lumpy,low_volume_many_clients,Dynamic
530261,9001.92,18353.75,2.0389,4.157,2.4,0.5833,108023.0,21604.6,195.5183,7,22,53,lumpy,high_volume_many_clients,Dynamic
530262,2296.38,1739.35,0.7574,0.5737,1.2632,0.2083,27556.5,2900.68,62.3222,12,42,53,erratic,high_volume_many_clients,MTS
530266,2021.53,1964.47,0.9718,0.9443,1.5,0.3333,24258.4,3032.3,-22.2593,6,31,53,lumpy,high_volume_many_clients,Dynamic
530268,840.42,1726.2,2.054,4.2188,4.0,0.75,10085.0,3361.67,-89.6296,4,8,53,lumpy,high_volume_many_clients,Dynamic
530270,1814.71,3016.9,1.6625,2.7638,1.7143,0.4167,21776.5,3110.93,-204.477,11,26,53,lumpy,high_volume_many_clients,Dynamic
530272,548.46,1129.91,2.0602,4.2443,3.0,0.6667,6581.5,1645.38,16.1657,6,10,53,lumpy,high_volume_many_clients,Dynamic
530273,4569.04,5790.31,1.2673,1.606,1.2632,0.2083,54828.5,5771.42,-400.8239,14,39,53,erratic,high_volume_many_clients,MTS
530274,692.25,1194.65,1.7258,2.9782,2.6667,0.625,8307.0,1846.0,-32.1739,7,13,53,lumpy,high_volume_many_clients,Dynamic
530275,3715.04,2687.51,0.7234,0.5233,1.0435,0.0417,44580.5,3876.57,-69.2022,17,61,53,erratic,high_volume_many_clients,MTS
530276,713.21,1168.6,1.6385,2.6847,2.4,0.5833,8558.5,1711.7,-10.8483,8,12,53,lumpy,high_volume_many_clients,Dynamic
530277,500.17,673.35,1.3462,1.8124,2.1818,0.5417,6002.0,1091.27,-30.2209,9,15,53,lumpy,high_volume_many_clients,Dynamic
530278,2843.42,2439.0,0.8578,0.7358,1.2,0.1667,34121.0,3412.1,-75.2113,10,42,53,erratic,high_volume_many_clients,MTS
530279,787.54,1666.57,2.1162,4.4782,3.0,0.6667,9450.5,2362.62,-67.5222,12,14,53,lumpy,high_volume_many_clients,Dynamic
530280,2723.92,2508.75,0.921,0.8483,1.2,0.1667,32687.0,3268.7,-88.6122,8,38,53,erratic,high_volume_many_clients,MTS
530281,1099.38,2497.77,2.272,5.162,4.0,0.75,13192.5,4397.5,-84.3822,7,9,53,lumpy,high_volume_many_clients,Dynamic
530282,5458.62,5992.68,1.0978,1.2052,1.2,0.1667,65503.5,6550.35,40.9874,12,51,53,erratic,high_volume_many_clients,MTS
530284,968.0,1755.71,1.8137,3.2897,2.4,0.5833,11616.0,2323.2,-133.8017,4,13,53,lumpy,high_volume_many_clients,Dynamic
530285,400.58,1098.07,2.7412,7.514,6.0,0.8333,4807.0,2403.5,-16.7452,3,4,53,lumpy,high_volume_many_clients,Dynamic
530286,2150.42,2515.79,1.1699,1.3687,1.6,0.375,25805.0,3440.67,-72.7209,7,29,53,lumpy,high_volume_many_clients,Dynamic
530287,1799.92,1794.32,0.9969,0.9938,1.3333,0.25,21599.0,2399.89,56.6626,4,36,53,lumpy,high_volume_many_clients,Dynamic
530289,1306.04,1563.15,1.1969,1.4325,1.7143,0.4167,15672.5,2238.93,53.6422,8,21,53,lumpy,high_volume_many_clients,Dynamic
530290,3309.25,4738.15,1.4318,2.05,1.5,0.3333,39711.0,4963.88,226.9235,7,38,53,lumpy,high_volume_many_clients,Dynamic
530291,1594.42,1622.88,1.0179,1.036,1.6,0.375,19133.0,2551.07,-65.7061,10,22,53,lumpy,high_volume_many_clients,Dynamic
530293,1950.0,2797.0,1.4344,2.0574,2.0,0.5,23400.0,3900.0,-93.1513,7,22,53,lumpy,high_volume_many_clients,Dynamic
530294,658.21,1863.04,2.8305,8.0115,4.8,0.7917,7898.5,3159.4,66.2352,4,8,53,lumpy,high_volume_many_clients,Dynamic
530295,3533.29,3788.91,1.0723,1.1499,1.4118,0.2917,42399.5,4988.18,-204.0187,8,33,53,lumpy,high_volume_many_clients,Dynamic
530297,5023.58,3494.58,0.6956,0.4839,1.1429,0.125,60283.0,5741.24,-260.7496,5,49,53,stable,high_volume_many_clients,MTS
530299,9816.12,7043.5,0.7175,0.5149,1.0909,0.0833,117793.5,10708.5,-315.2517,10,86,53,erratic,high_volume_many_clients,MTS
530301,3211.04,3235.16,1.0075,1.0151,1.5,0.3333,38532.5,4816.56,46.9961,7,36,53,lumpy,high_volume_many_clients,Dynamic
530302,10453.83,4950.68,0.4736,0.2243,1.0909,0.0833,125446.0,11404.18,-97.4409,3,90,53,stable,high_volume_many_clients,MTS
530308,274.17,864.46,3.1531,9.9418,8.0,0.875,3290.0,2193.33,19.5357,3,3,53,lumpy,low_volume_many_clients,Dynamic
530309,2092.83,3299.72,1.5767,2.4859,2.6667,0.625,25114.0,5580.89,188.9548,2,12,53,lumpy,high_volume_many_clients,Dynamic
530311,1094.58,2051.94,1.8746,3.5142,4.0,0.75,13135.0,4378.33,-69.3122,2,8,53,lumpy,high_volume_many_clients,Dynamic
530312,824.79,2042.13,2.4759,6.1302,6.0,0.8333,9897.5,4948.75,71.21,2,7,53,lumpy,high_volume_many_clients,Dynamic
530313,1640.17,4240.22,2.5852,6.6834,2.6667,0.625,19682.0,4373.78,43.2078,7,11,53,lumpy,high_volume_many_clients,Dynamic
530315,1704.54,2540.57,1.4905,2.2215,2.4,0.5833,20454.5,4090.9,-85.6657,2,15,53,lumpy,high_volume_many_clients,Dynamic
530317,4314.62,4089.86,0.9479,0.8985,1.6,0.375,51775.5,6903.4,8.7891,5,32,53,lumpy,high_volume_many_clients,Dynamic
530318,411.29,1077.23,2.6191,6.8599,6.0,0.8333,4935.5,2467.75,-29.2404,3,5,53,lumpy,high_volume_many_clients,Dynamic
530320,3669.71,4820.02,1.3135,1.7252,1.7143,0.4167,44036.5,6290.93,163.1604,4,26,53,lumpy,high_volume_many_clients,Dynamic
