Item,Classe,demand_class,commercial_class,policy_cluster,production_level,inventory_model,SS,ROP,EOQ,s,S,avg_monthly,std_monthly,ADI,CV2,D_annual,n_clientes,n_pedidos
530138,53,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,38244.08,66205.58,19406.73,66205.58,85612.31,109510.27,45465.75,1.0,0.1724,1314123.2,108,613
530142,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",404.85,426.58,540.94,426.58,967.51,85.08,408.05,24.0,23.0,1021.0,2,2
530156,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,42.04,201.62,24.0,23.0,504.5,1,1
530159,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,323.0,1549.05,24.0,23.0,3876.0,1,1
530178,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8075.51,8446.23,2234.55,8446.23,10680.77,1451.88,5108.6,8.0,12.3807,17422.5,2,3
530179,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",12687.8,13348.67,2983.54,13348.67,16332.21,2588.29,5797.75,3.0,5.0176,31059.5,4,10
530184,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,87.75,291.03,12.0,11.0,1053.0,1,2
530191,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2830.58,3004.07,1528.64,3004.07,4532.71,679.46,1177.43,3.4286,3.0029,8153.5,4,7
530198,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,13442.64,17876.59,7728.01,17876.59,25604.6,17365.42,16094.27,1.1429,0.859,208385.0,10,62
530201,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",809.69,852.56,759.83,852.56,1612.39,167.88,365.27,4.8,4.7342,2014.5,4,6
530204,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1619.54,1704.89,1072.23,1704.89,2777.12,334.29,733.12,4.8,4.8096,4011.5,2,5
530205,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",13310.53,14522.28,4039.98,14522.28,18562.27,4745.79,4890.11,1.5,1.0617,56949.5,14,27
530208,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",33702.24,36814.98,6475.06,36814.98,43290.05,12190.96,12329.92,1.6,1.0229,146291.5,4,41
530210,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",16243.43,17040.95,3277.5,17040.95,20318.45,3123.46,7889.81,2.4,6.3806,37481.5,5,20
530212,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1942.79,2046.97,1184.62,2046.97,3231.59,408.04,868.24,4.0,4.5276,4896.5,3,8
530225,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.0,196.63,24.0,23.0,492.0,1,1
530231,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3740.51,3985.43,1816.31,3985.43,5801.75,959.25,1516.62,2.0,2.4997,11511.0,7,25
530235,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5701.02,6122.23,2381.9,6122.23,8504.13,1649.67,2223.13,2.1818,1.8161,19796.0,8,32
530237,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",19956.22,21666.63,4799.8,21666.63,26466.44,6698.79,7458.9,1.4118,1.2398,80385.5,6,28
530239,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",12931.04,14011.5,3814.84,14011.5,17826.34,4231.58,4867.92,1.5,1.3234,50779.0,10,34
530242,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1079.58,1133.96,855.8,1133.96,1989.76,212.96,508.96,6.0,5.7119,2555.5,2,4
530243,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6110.1,6427.45,2067.47,6427.45,8494.91,1242.88,2798.75,4.0,5.0707,14914.5,3,9
530247,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4949.36,5219.95,1909.09,5219.95,7129.04,1059.75,2183.43,2.6667,4.2449,12717.0,4,10
530249,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3490.6,3731.69,1802.02,3731.69,5533.71,944.21,1389.87,2.6667,2.1668,11330.5,3,10
530250,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5600.53,5857.91,1861.9,5857.91,7719.8,1008.0,3224.16,8.0,10.2309,12096.0,3,3
530251,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",854.52,894.72,735.88,894.72,1630.6,157.46,447.31,6.0,8.0701,1889.5,4,4
530253,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",7501.05,7852.84,2176.76,7852.84,10029.59,1377.75,3959.31,8.0,8.2584,16533.0,1,3
530256,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",19518.77,20809.97,4170.31,20809.97,24980.27,5056.92,7885.52,2.1818,2.4316,60683.0,6,23
530257,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4392.38,4641.7,1832.53,4641.7,6474.24,976.46,1895.26,4.0,3.7673,11717.5,4,8
530258,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1429.17,1505.86,1016.31,1505.86,2522.17,300.33,1440.35,24.0,23.0,3604.0,2,3
530261,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",41772.8,44071.28,5564.07,44071.28,49635.35,9001.92,18353.75,2.4,4.157,108023.0,7,22
530262,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1454.07,2040.41,2810.26,2040.41,4850.67,2296.38,1739.35,1.2632,0.5737,27556.5,12,42
530266,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5418.8,5934.96,2636.73,5934.96,8571.69,2021.53,1964.47,1.5,0.9443,24258.4,6,31
530268,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3917.63,4132.21,1700.09,4132.21,5832.3,840.42,1726.2,4.0,4.2188,10085.0,4,8
530270,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",7339.94,7803.29,2498.21,7803.29,10301.5,1814.71,3016.9,1.7143,2.7638,21776.5,11,26
530272,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2561.34,2701.38,1373.4,2701.38,4074.78,548.46,1129.91,3.0,4.2443,6581.5,6,10
530273,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4832.3,5998.93,3964.04,5998.93,9962.96,4569.04,5790.31,1.2632,1.606,54828.5,14,39
530274,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2875.49,3052.24,1542.97,3052.24,4595.21,692.25,1194.65,2.6667,2.9782,8307.0,7,13
530275,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2247.3,3195.86,3574.43,3195.86,6770.3,3715.04,2687.51,1.0435,0.5233,44580.5,17,61
530276,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2854.61,3036.72,1566.15,3036.72,4602.87,713.21,1168.6,2.4,2.6847,8558.5,8,12
530277,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1727.15,1854.86,1311.54,1854.86,3166.4,500.17,673.35,2.1818,1.8124,6002.0,9,15
530278,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2037.77,2763.79,3127.13,2763.79,5890.91,2843.42,2439.0,1.2,0.7358,34121.0,10,42
530279,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3737.58,3938.66,1645.74,3938.66,5584.4,787.54,1666.57,3.0,4.4782,9450.5,12,14
530280,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2095.47,2790.97,3060.71,2790.97,5851.68,2723.92,2508.75,1.2,0.8483,32687.0,8,38
530281,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5430.63,5711.34,1944.46,5711.34,7655.79,1099.38,2497.77,4.0,5.162,13192.5,7,9
530282,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5002.78,6396.54,4332.78,6396.54,10729.32,5458.62,5992.68,1.2,1.2052,65503.5,12,51
530284,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4162.22,4409.38,1824.58,4409.38,6233.96,968.0,1755.71,2.4,3.2897,11616.0,4,13
530285,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2149.85,2252.13,1173.74,2252.13,3425.87,400.58,1098.07,6.0,7.514,4807.0,3,4
530286,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6658.23,7207.3,2719.48,7207.3,9926.79,2150.42,2515.79,1.6,1.3687,25805.0,7,29
530287,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4920.64,5380.22,2488.0,5380.22,7868.22,1799.92,1794.32,1.3333,0.9938,21599.0,4,36
530289,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4116.33,4449.81,2119.35,4449.81,6569.16,1306.04,1563.15,1.7143,1.4325,15672.5,8,21
530290,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",11979.63,12824.59,3373.57,12824.59,16198.16,3309.25,4738.15,1.5,2.05,39711.0,7,38
530291,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4429.57,4836.68,2341.67,4836.68,7178.35,1594.42,1622.88,1.6,1.036,19133.0,10,22
530293,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",7068.72,7566.62,2589.66,7566.62,10156.27,1950.0,2797.0,2.0,2.0574,23400.0,7,22
530294,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3568.26,3736.32,1504.55,3736.32,5240.87,658.21,1863.04,4.8,8.0115,7898.5,4,8
530295,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10221.8,11123.96,3485.9,11123.96,14609.86,3533.29,3788.91,1.4118,1.1499,42399.5,8,33
530297,53,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2922.86,4205.54,4156.54,4205.54,8362.08,5023.58,3494.58,1.1429,0.4839,60283.0,5,49
530299,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5890.06,8396.43,5810.25,8396.43,14206.68,9816.12,7043.5,1.0909,0.5149,117793.5,10,86
530301,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8850.6,9670.48,3323.14,9670.48,12993.62,3211.04,3235.16,1.5,1.0151,38532.5,7,36
530302,53,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4155.86,6825.06,5996.02,6825.06,12821.08,10453.83,4950.68,1.0909,0.2243,125446.0,3,90
530308,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1520.82,1590.83,971.03,1590.83,2561.85,274.17,864.46,8.0,9.9418,3290.0,3,3
530309,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8144.17,8678.54,2682.82,8678.54,11361.36,2092.83,3299.72,2.6667,2.4859,25114.0,2,12
530311,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4812.55,5092.03,1940.21,5092.03,7032.24,1094.58,2051.94,4.0,3.5142,13135.0,2,8
530312,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4251.45,4462.04,1684.21,4462.04,6146.26,824.79,2042.13,6.0,6.1302,9897.5,2,7
530313,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8612.97,9031.76,2375.03,9031.76,11406.79,1640.17,4240.22,2.6667,6.6834,19682.0,7,11
530315,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6360.97,6796.19,2421.19,6796.19,9217.38,1704.54,2540.57,2.4,2.2215,20454.5,2,15
530317,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",11346.68,12448.34,3852.09,12448.34,16300.43,4314.62,4089.86,1.6,0.8985,51775.5,5,32
530318,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2171.05,2276.07,1189.32,2276.07,3465.39,411.29,1077.23,6.0,6.8599,4935.5,3,5
530320,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",12432.98,13369.98,3552.55,13369.98,16922.53,3669.71,4820.02,1.7143,1.7252,44036.5,4,26
530322,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",12019.41,12803.27,3249.31,12803.27,16052.58,3069.96,4880.44,1.6,2.5273,36839.5,5,27
530326,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",24003.22,25159.68,3946.74,25159.68,29106.42,4529.25,11985.45,8.0,7.0025,54351.0,3,9
530328,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",13580.4,14397.44,3317.37,14397.44,17714.82,3199.92,5694.58,3.0,3.167,38399.0,4,15
530329,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",6280.14,6575.06,1993.08,6575.06,8568.14,1155.04,4528.02,12.0,15.3681,13860.5,1,2
530330,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10045.94,10804.14,3195.68,10804.14,13999.82,2969.46,3892.96,1.5,1.7187,35633.5,6,23
530334,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8848.29,9474.58,2904.42,9474.58,12378.99,2452.83,3495.81,1.6,2.0312,29434.0,7,35
530337,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",15605.67,17052.08,4413.86,17052.08,21465.94,5664.83,5703.45,1.4118,1.0137,67978.0,7,39
530338,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4129.9,4435.07,2027.43,4435.07,6462.51,1195.21,1610.4,2.4,1.8154,14342.5,5,17
530339,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6209.1,6689.37,2543.4,6689.37,9232.77,1880.96,2389.08,1.6,1.6133,22571.5,8,21
530340,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2066.36,2162.45,1137.66,2162.45,3300.11,376.33,1428.2,8.0,14.4023,4516.0,2,4
530342,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",22492.59,23556.79,3786.02,23556.79,27342.8,4167.88,11621.9,8.0,7.7754,50014.5,1,9
530343,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",6243.89,6548.74,2026.37,6548.74,8575.12,1193.96,3055.79,6.0,6.5504,14327.5,1,5
530346,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3249.44,3425.58,1540.27,3425.58,4965.85,689.83,1441.56,4.8,4.3669,8278.0,3,8
530348,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",986.44,1031.84,781.95,1031.84,1813.79,177.79,561.66,8.0,9.9797,2133.5,4,4
530349,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10408.78,11076.14,2998.15,11076.14,14074.3,2613.71,4252.98,2.0,2.6477,31364.5,7,20
530353,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",792.55,836.91,772.92,836.91,1609.83,173.71,344.71,4.8,3.9379,2084.5,3,5
530354,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1217.76,1291.91,999.39,1291.91,2291.3,290.42,507.95,3.4286,3.0592,3485.0,2,8
530355,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3821.81,4003.71,1565.28,4003.71,5568.99,712.42,1950.41,6.0,7.4952,8549.0,3,4
530356,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1446.34,1512.64,945.0,1512.64,2457.65,259.67,861.26,12.0,11.001,3116.0,2,2
530361,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,176.42,846.06,24.0,23.0,2117.0,1,1
530373,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1918.9,2015.21,1138.92,2015.21,3154.12,377.17,908.1,6.0,5.797,4526.0,3,5
530374,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",7212.64,7614.95,2327.83,7614.95,9942.78,1575.62,3143.08,2.6667,3.9793,18907.5,6,11
530378,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10413.14,11164.45,3181.14,11164.45,14345.59,2942.5,4089.77,1.6,1.9318,35310.0,11,29
530384,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6104.13,8688.91,5900.44,8688.91,14589.35,10123.21,7299.71,1.1429,0.52,121478.5,3,58
530385,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6277.19,8198.54,5087.17,8198.54,13285.71,7524.92,7517.26,1.2632,0.998,90299.0,6,35
530392,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10525.04,11307.64,3246.69,11307.64,14554.32,3065.0,4096.54,1.8462,1.7864,36780.0,9,20
530393,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1135.8,1215.29,1034.76,1215.29,2250.05,311.33,450.33,3.0,2.0922,3736.0,4,8
530394,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",13064.53,14062.13,3665.65,14062.13,17727.78,3907.08,5045.55,1.6,1.6677,46885.0,7,22
530396,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2412.52,2523.08,1220.31,2523.08,3743.39,433.0,1459.02,8.0,11.354,5196.0,3,5
530397,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2839.52,3015.67,1540.32,3015.67,4555.99,689.88,1175.26,3.0,2.9022,8278.5,7,9
530399,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3249.32,3466.51,1710.39,3466.51,5176.9,850.62,1308.0,2.6667,2.3645,10207.5,5,9
530400,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1850.22,1971.23,1276.66,1971.23,3247.89,473.92,750.51,3.0,2.5079,5687.0,4,9
530401,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2571.63,2804.55,1771.26,2804.55,4575.81,912.25,946.17,1.8462,1.0758,10947.0,7,20
530402,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",881.08,922.43,746.32,922.43,1668.75,161.96,464.08,8.0,8.2107,1943.5,3,3
530404,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3215.7,3452.0,1784.04,3452.0,5236.04,925.46,1256.01,2.1818,1.8419,11105.5,2,12
530405,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4425.98,4648.45,1731.04,4648.45,6379.49,871.29,2091.1,4.8,5.76,10455.5,3,7
530406,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6253.7,6775.25,2650.45,6775.25,9425.7,2042.62,2355.47,1.7143,1.3298,24511.5,6,23
530407,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5824.23,6278.72,2474.2,6278.72,8752.92,1780.0,2235.34,1.8462,1.5771,21360.0,5,22
530408,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1447.88,1525.82,1024.6,1525.82,2550.42,305.25,645.36,4.0,4.4699,3663.0,6,7
530412,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4029.7,4300.12,1908.49,4300.12,6208.61,1059.08,1619.95,2.4,2.3396,12709.0,7,14
530414,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1591.31,1714.59,1288.62,1714.59,3003.21,482.83,612.01,2.1818,1.6067,5794.0,4,12
530415,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4040.17,4318.09,1934.78,4318.09,6252.87,1088.46,1610.81,2.4,2.1901,13061.5,2,14
530416,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4985.65,5364.56,2259.1,5364.56,7623.66,1483.96,1928.12,2.0,1.6882,17807.5,3,17
530417,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6822.61,7325.63,2602.96,7325.63,9928.59,1970.08,2662.16,1.5,1.826,23641.0,3,20
530421,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1242.4,1302.99,903.37,1302.99,2206.36,237.29,1009.39,12.0,18.0949,2847.5,2,2
530422,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,134.25,643.84,24.0,23.0,1611.0,1,1
530424,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3039.14,3178.45,1369.79,3178.45,4548.24,545.58,1815.24,12.0,11.07,6547.0,2,3
530425,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4123.12,4364.8,1804.2,4364.8,6169.0,946.5,1749.99,2.4,3.4185,11358.0,8,14
530426,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4813.68,5110.5,1999.46,5110.5,7109.96,1162.46,1997.31,2.1818,2.9521,13949.5,8,19
530427,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4682.51,5051.39,2229.03,5051.39,7280.42,1444.71,1792.29,2.0,1.5391,17336.5,3,16
530429,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1526.68,1600.18,995.01,1600.18,2595.19,287.88,1196.4,12.0,17.2722,3454.5,2,3
530430,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3311.81,3560.32,1829.56,3560.32,5389.88,973.29,1285.55,2.4,1.7446,11679.5,2,11
530431,53,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4188.13,6078.53,5046.03,6078.53,11124.56,7403.71,5006.41,1.2,0.4572,88844.5,3,59
530433,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3685.97,3928.61,1807.81,3928.61,5736.42,950.29,1491.69,3.0,2.464,11403.5,3,10
530434,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",513.17,536.69,562.88,536.69,1099.57,92.12,306.86,12.0,11.0953,1105.5,2,2
530435,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,166.79,475.03,8.0,8.1113,2001.5,1,3
530436,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5060.47,5292.37,1767.37,5292.37,7059.75,908.25,3063.93,6.0,11.3801,10899.0,4,7
530437,53,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3820.52,4812.51,3655.34,4812.51,8467.85,3885.12,4577.25,1.2632,1.388,46621.5,10,34
530438,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6510.73,6899.84,2289.35,6899.84,9189.19,1523.96,2738.26,2.6667,3.2285,18287.5,7,14
530439,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",733.06,773.29,736.08,773.29,1509.36,157.54,322.64,4.8,4.1942,1890.5,2,5
530442,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,42.08,201.82,24.0,23.0,505.0,1,1
530445,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4581.67,4885.27,2022.2,4885.27,6907.47,1189.04,1849.88,2.4,2.4204,14268.5,4,18
530448,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,173.33,831.28,24.0,23.0,2080.0,1,1
530449,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4852.11,5091.93,1797.28,5091.93,6889.21,939.25,2336.91,4.8,6.1904,11271.0,4,7
530450,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6696.26,7177.06,2544.81,7177.06,9721.86,1883.04,2633.87,1.8462,1.9564,22596.5,10,22
530465,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,36.42,174.65,24.0,23.0,437.0,1,1
530467,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4015.63,4265.19,1833.39,4265.19,6098.58,977.38,1660.83,3.4286,2.8875,11728.5,2,8
530489,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4867.73,5271.5,2332.04,5271.5,7603.54,1581.33,1836.24,1.8462,1.3484,18976.0,6,21
530490,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4959.55,5186.93,1750.06,5186.93,6936.99,890.54,3071.95,6.0,11.8992,10686.5,3,5
530493,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,168.5,476.59,8.0,8.0,2022.0,1,3
530496,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",3434.51,3639.86,1663.11,3639.86,5302.97,804.25,1444.2,3.4286,3.2246,9651.0,1,9
530497,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,133.75,469.71,12.0,12.3333,1605.0,1,2
530500,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",430.34,450.06,515.44,450.06,965.5,77.25,257.44,12.0,11.1057,927.0,2,2
530503,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.96,138.88,24.0,23.0,347.5,1,1
530505,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5095.33,5488.43,2301.05,5488.43,7789.49,1539.58,1961.99,2.0,1.624,18475.0,6,16
530506,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,29.25,140.28,24.0,23.0,351.0,1,1
530507,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6203.1,6542.87,2139.27,6542.87,8682.15,1330.71,2733.23,4.8,4.2188,15968.5,3,6
530508,53,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5683.31,5950.59,1897.38,5950.59,7847.97,1046.79,2978.27,8.0,8.0948,12561.5,2,5
530509,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,23.04,110.5,24.0,23.0,276.5,1,1
530511,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",567.72,594.45,600.09,594.45,1194.54,104.71,296.5,8.0,8.0184,1256.5,2,3
530512,53,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",3303.82,3456.31,1433.19,3456.31,4889.5,597.25,1847.1,8.0,9.5646,7167.0,1,3
530515,53,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",455.39,477.07,540.41,477.07,1017.48,84.92,232.23,8.0,7.479,1019.0,2,3
530516,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,94.29,452.21,24.0,23.0,1131.5,1,1
530521,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,217.29,955.91,12.0,19.3532,2607.5,1,2
530523,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,104.0,498.77,24.0,23.0,1248.0,1,2
530524,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,111.08,532.74,24.0,23.0,1333.0,1,1
530525,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,137.75,660.63,24.0,23.0,1653.0,1,1
530526,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,149.46,716.78,24.0,23.0,1793.5,1,1
530527,53,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,129.33,620.26,24.0,23.0,1552.0,1,1
